Ereignisdatum,Meldungsdatum,Freigabedatum,Kanton,Tierart,Seuchenname,Serotyp,Season
03.10.25,09.10.25,09.10.25,VD,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
03.10.25,09.10.25,09.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
03.10.25,09.10.25,09.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
03.10.25,09.10.25,09.10.25,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
03.10.25,09.10.25,09.10.25,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
03.10.25,10.10.25,10.10.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
03.10.25,15.10.25,15.10.25,ZG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
03.10.25,15.10.25,15.10.25,ZG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
03.10.25,16.10.25,16.10.25,UR,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
03.10.25,16.10.25,16.10.25,SZ,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
03.10.25,16.10.25,16.10.25,SZ,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
03.10.25,16.10.25,16.10.25,OW,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
03.10.25,16.10.25,16.10.25,SZ,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
03.10.25,17.10.25,17.10.25,VD,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
03.10.25,29.10.25,29.10.25,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
04.10.25,07.10.25,07.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
04.10.25,07.10.25,07.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
04.10.25,07.10.25,07.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
04.10.25,07.10.25,07.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
04.10.25,07.10.25,07.10.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
04.10.25,08.10.25,08.10.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
04.10.25,08.10.25,08.10.25,GL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
04.10.25,09.10.25,09.10.25,TI,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
04.10.25,09.10.25,09.10.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
04.10.25,09.10.25,09.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
05.10.25,08.10.25,08.10.25,BL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
05.10.25,08.10.25,08.10.25,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
05.10.25,08.10.25,08.10.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
05.10.25,08.10.25,08.10.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
05.10.25,08.10.25,08.10.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,06.10.25,06.10.25,NE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,07.10.25,07.10.25,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
06.10.25,08.10.25,08.10.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,08.10.25,08.10.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,08.10.25,08.10.25,SO,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,08.10.25,08.10.25,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
06.10.25,08.10.25,08.10.25,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
06.10.25,08.10.25,08.10.25,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
06.10.25,08.10.25,08.10.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,08.10.25,08.10.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,08.10.25,08.10.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,08.10.25,08.10.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,08.10.25,08.10.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,08.10.25,08.10.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,08.10.25,08.10.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,08.10.25,08.10.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,08.10.25,08.10.25,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
06.10.25,08.10.25,08.10.25,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
06.10.25,08.10.25,08.10.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,09.10.25,09.10.25,AR,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,09.10.25,09.10.25,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
06.10.25,09.10.25,09.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,09.10.25,09.10.25,TI,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
06.10.25,09.10.25,09.10.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,09.10.25,09.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,09.10.25,09.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,09.10.25,09.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,09.10.25,09.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,09.10.25,09.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,09.10.25,09.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,09.10.25,09.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
06.10.25,15.10.25,15.10.25,ZG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
06.10.25,15.10.25,15.10.25,ZG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,08.10.25,08.10.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,08.10.25,08.10.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,08.10.25,08.10.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,08.10.25,08.10.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,08.10.25,08.10.25,NE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,08.10.25,08.10.25,NE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,08.10.25,08.10.25,NE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,08.10.25,08.10.25,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,09.10.25,09.10.25,BL,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
07.10.25,09.10.25,09.10.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,09.10.25,09.10.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,09.10.25,09.10.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,09.10.25,09.10.25,VD,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,09.10.25,09.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,09.10.25,09.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,09.10.25,09.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,09.10.25,09.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,09.10.25,09.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,10.10.25,10.10.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,14.10.25,14.10.25,AG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
07.10.25,16.10.25,16.10.25,UR,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,16.10.25,16.10.25,SZ,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,16.10.25,16.10.25,OW,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,16.10.25,16.10.25,SZ,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,16.10.25,16.10.25,SZ,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,20.10.25,20.10.25,FL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,24.10.25,24.10.25,SZ,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
07.10.25,29.10.25,29.10.25,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
07.10.25,18.11.25,18.11.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,07.10.25,08.10.25,LU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
08.10.25,08.10.25,08.10.25,ZH,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
08.10.25,08.10.25,08.10.25,TG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,08.10.25,08.10.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,08.10.25,08.10.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
08.10.25,08.10.25,08.10.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
08.10.25,08.10.25,08.10.25,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,08.10.25,08.10.25,TG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,09.10.25,09.10.25,BS,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
08.10.25,10.10.25,10.10.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,10.10.25,10.10.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,10.10.25,10.10.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,10.10.25,10.10.25,LU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,10.10.25,10.10.25,AR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,13.10.25,13.10.25,LU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
08.10.25,14.10.25,14.10.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
08.10.25,16.10.25,16.10.25,NW,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,16.10.25,16.10.25,OW,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,16.10.25,16.10.25,NW,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,16.10.25,16.10.25,OW,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,16.10.25,16.10.25,SZ,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,16.10.25,16.10.25,SZ,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,16.10.25,16.10.25,SZ,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,20.10.25,20.10.25,FL,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,23.10.25,23.10.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,23.10.25,23.10.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,23.10.25,23.10.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,23.10.25,23.10.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,27.10.25,27.10.25,ZH,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
08.10.25,29.10.25,29.10.25,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
09.10.25,09.10.25,09.10.25,TG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
09.10.25,09.10.25,09.10.25,ZH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
09.10.25,09.10.25,09.10.25,ZH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
09.10.25,09.10.25,09.10.25,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
09.10.25,09.10.25,09.10.25,TG,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
09.10.25,10.10.25,10.10.25,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
09.10.25,13.10.25,13.10.25,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
09.10.25,14.10.25,14.10.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
09.10.25,14.10.25,14.10.25,LU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
09.10.25,14.10.25,14.10.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
09.10.25,14.10.25,14.10.25,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
09.10.25,15.10.25,15.10.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
09.10.25,15.10.25,15.10.25,AG,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
09.10.25,16.10.25,16.10.25,SZ,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
09.10.25,16.10.25,16.10.25,OW,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
09.10.25,16.10.25,16.10.25,OW,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
09.10.25,16.10.25,16.10.25,UR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
09.10.25,16.10.25,16.10.25,UR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
09.10.25,16.10.25,16.10.25,SZ,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
09.10.25,16.10.25,16.10.25,SZ,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
09.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
09.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
09.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
09.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
09.10.25,29.10.25,29.10.25,TI,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
09.10.25,13.11.25,13.11.25,ZG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
10.10.25,13.10.25,13.10.25,BL,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,14.10.25,14.10.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,14.10.25,14.10.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,14.10.25,14.10.25,LU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,14.10.25,14.10.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
10.10.25,14.10.25,14.10.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
10.10.25,14.10.25,14.10.25,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,14.10.25,14.10.25,JU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,15.10.25,15.10.25,SO,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
10.10.25,15.10.25,15.10.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,15.10.25,15.10.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,15.10.25,15.10.25,BE,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
10.10.25,15.10.25,15.10.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,15.10.25,15.10.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,15.10.25,15.10.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,16.10.25,16.10.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,16.10.25,16.10.25,UR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,16.10.25,16.10.25,UR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,16.10.25,16.10.25,OW,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,16.10.25,16.10.25,NW,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
10.10.25,16.10.25,16.10.25,FR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,16.10.25,16.10.25,FR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,16.10.25,16.10.25,FR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,16.10.25,16.10.25,FR,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
10.10.25,17.10.25,17.10.25,LU,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,23.10.25,23.10.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,23.10.25,23.10.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,23.10.25,23.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
10.10.25,29.10.25,29.10.25,TI,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
10.10.25,04.11.25,04.11.25,BE,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
11.10.25,14.10.25,14.10.25,LU,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
11.10.25,16.10.25,16.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
11.10.25,16.10.25,16.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
11.10.25,16.10.25,16.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
11.10.25,16.10.25,16.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
11.10.25,17.10.25,17.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
12.10.25,16.10.25,16.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
12.10.25,16.10.25,16.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
12.10.25,17.10.25,17.10.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
12.10.25,20.10.25,20.10.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
13.10.25,13.10.25,13.10.25,NE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
13.10.25,13.10.25,13.10.25,AG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
13.10.25,13.10.25,13.10.25,ZH,Schaf,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
13.10.25,14.10.25,14.10.25,NE,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
13.10.25,14.10.25,14.10.25,JU,Rind,Blauzungenkrankheit (Bluetongue),BTV-8,mosquitoes-H2-2025
13.10.25,15.10.25,15.10.25,SO,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
13.10.25,16.10.25,16.10.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
13.10.25,16.10.25,16.10.25,SG,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
13.10.25,16.10.25,16.10.25,SG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
13.10.25,16.10.25,16.10.25,SZ,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
13.10.25,16.10.25,16.10.25,OW,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
13.10.25,16.10.25,16.10.25,NW,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
13.10.25,16.10.25,16.10.25,NW,Schaf,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
13.10.25,16.10.25,16.10.25,FR,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
13.10.25,17.10.25,17.10.25,ZG,Rind,Blauzungenkrankheit (Bluetongue),BTV-3,mosquitoes-H2-2025
