Category,Critical active substance ,Prescription type,Category of use,Species,Year,Number of animal treatments
All animals,Yes,Single treatments farm animals,Poultry nCU,All species,2025,26
All animals,All types of active ingredients,All prescription types,Poultry nCU,All species,2025,34
All animals,All types of active ingredients,Single treatments farm animals,Poultry nCU,All species,2025,34
All animals,No,All prescription types,Game animals,All species,2025,24
All animals,No,Single treatments farm animals,Game animals,All species,2025,24
All animals,Yes,All prescription types,Game animals,All species,2025,5
All animals,Yes,Single treatments farm animals,Game animals,All species,2025,5
All animals,All types of active ingredients,All prescription types,Game animals,All species,2025,29
All animals,All types of active ingredients,Single treatments farm animals,Game animals,All species,2025,29
All animals,No,All prescription types,Dogs,All species,2025,189352
All animals,No,Single treatments companion animals,Dogs,All species,2025,189352
All animals,Yes,All prescription types,Dogs,All species,2025,19333
All animals,Yes,Single treatments companion animals,Dogs,All species,2025,19333
All animals,All types of active ingredients,All prescription types,Dogs,All species,2025,208685
All animals,All types of active ingredients,Single treatments companion animals,Dogs,All species,2025,208685
All animals,No,All prescription types,Young sows,All species,2025,1171
All animals,No,Single treatments farm animals,Young sows,All species,2025,218
All animals,No,Oral group treatments,Young sows,All species,2025,953
All animals,Yes,All prescription types,Young sows,All species,2025,29
All animals,Yes,Single treatments farm animals,Young sows,All species,2025,29
All animals,All types of active ingredients,All prescription types,Young sows,All species,2025,1200
All animals,All types of active ingredients,Single treatments farm animals,Young sows,All species,2025,247
All animals,All types of active ingredients,Oral group treatments,Young sows,All species,2025,953
All animals,No,All prescription types,Camelids,All species,2025,768
All animals,No,Single treatments farm animals,Camelids,All species,2025,768
All animals,Yes,All prescription types,Camelids,All species,2025,92
All animals,Yes,Single treatments farm animals,Camelids,All species,2025,92
All animals,All types of active ingredients,All prescription types,Camelids,All species,2025,860
All animals,All types of active ingredients,Single treatments farm animals,Camelids,All species,2025,860
All animals,No,All prescription types,Rabbits,All species,2025,5015
All animals,No,Single treatments farm animals,Rabbits,All species,2025,15
All animals,No,Oral group treatments,Rabbits,All species,2025,5000
All animals,Yes,All prescription types,Rabbits,All species,2025,168
All animals,Yes,Single treatments farm animals,Rabbits,All species,2025,53
All animals,Yes,Oral group treatments,Rabbits,All species,2025,115
All animals,All types of active ingredients,All prescription types,Rabbits,All species,2025,5183
All animals,All types of active ingredients,Single treatments farm animals,Rabbits,All species,2025,68
All animals,All types of active ingredients,Oral group treatments,Rabbits,All species,2025,5115
All animals,No,All prescription types,Cats,All species,2025,218011
All animals,No,Single treatments companion animals,Cats,All species,2025,218011
All animals,Yes,All prescription types,Cats,All species,2025,77358
All animals,Yes,Single treatments companion animals,Cats,All species,2025,77358
All animals,All types of active ingredients,All prescription types,Cats,All species,2025,295369
All animals,All types of active ingredients,Single treatments companion animals,Cats,All species,2025,295369
All animals,No,All prescription types,Laying and parent birds,All species,2025,81986
All animals,No,Single treatments farm animals,Laying and parent birds,All species,2025,3
All animals,No,Oral group treatments,Laying and parent birds,All species,2025,81983
All animals,Yes,All prescription types,Laying and parent birds,All species,2025,32285
All animals,Yes,Single treatments farm animals,Laying and parent birds,All species,2025,3
All animals,Yes,Oral group treatments,Laying and parent birds,All species,2025,32282
All animals,All types of active ingredients,All prescription types,Laying and parent birds,All species,2025,114271
All animals,All types of active ingredients,Single treatments farm animals,Laying and parent birds,All species,2025,6
All animals,All types of active ingredients,Oral group treatments,Laying and parent birds,All species,2025,114265
All animals,No,All prescription types,Laying hens,All species,2025,200699
All animals,No,Single treatments farm animals,Laying hens,All species,2025,5
All animals,No,Oral group treatments,Laying hens,All species,2025,200694
All animals,Yes,All prescription types,Laying hens,All species,2025,12290
All animals,Yes,Single treatments farm animals,Laying hens,All species,2025,15
All animals,Yes,Oral group treatments,Laying hens,All species,2025,12275
All animals,All types of active ingredients,All prescription types,Laying hens,All species,2025,212989
All animals,All types of active ingredients,Single treatments farm animals,Laying hens,All species,2025,20
All animals,All types of active ingredients,Oral group treatments,Laying hens,All species,2025,212969
All animals,No,All prescription types,Fattening calves and cattle,All species,2025,286064
All animals,No,Single treatments farm animals,Fattening calves and cattle,All species,2025,40127
All animals,No,Oral group treatments,Fattening calves and cattle,All species,2025,245937
All animals,Yes,All prescription types,Fattening calves and cattle,All species,2025,65267
All animals,Yes,Single treatments farm animals,Fattening calves and cattle,All species,2025,41680
All animals,Yes,Oral group treatments,Fattening calves and cattle,All species,2025,23587
All animals,All types of active ingredients,All prescription types,Fattening calves and cattle,All species,2025,351331
All animals,All types of active ingredients,Single treatments farm animals,Fattening calves and cattle,All species,2025,81807
All animals,All types of active ingredients,Oral group treatments,Fattening calves and cattle,All species,2025,269524
All animals,No,All prescription types,Fattening broilers,All species,2025,8550964
All animals,No,Single treatments farm animals,Fattening broilers,All species,2025,2
All animals,No,Oral group treatments,Fattening broilers,All species,2025,8550962
All animals,Yes,All prescription types,Fattening broilers,All species,2025,1256717
All animals,Yes,Oral group treatments,Fattening broilers,All species,2025,1256717
All animals,All types of active ingredients,All prescription types,Fattening broilers,All species,2025,9807681
All animals,All types of active ingredients,Single treatments farm animals,Fattening broilers,All species,2025,2
All animals,All types of active ingredients,Oral group treatments,Fattening broilers,All species,2025,9807679
All animals,No,All prescription types,Fattening pigs,All species,2025,75874
All animals,No,Single treatments farm animals,Fattening pigs,All species,2025,7422
All animals,No,Oral group treatments,Fattening pigs,All species,2025,68452
All animals,Yes,All prescription types,Fattening pigs,All species,2025,10445
All animals,Yes,Single treatments farm animals,Fattening pigs,All species,2025,2356
All animals,Yes,Oral group treatments,Fattening pigs,All species,2025,8089
All animals,All types of active ingredients,All prescription types,Fattening pigs,All species,2025,86319
All animals,All types of active ingredients,Single treatments farm animals,Fattening pigs,All species,2025,9778
All animals,All types of active ingredients,Oral group treatments,Fattening pigs,All species,2025,76541
All animals,No,All prescription types,Fattening turkeys,All species,2025,6960
All animals,No,Oral group treatments,Fattening turkeys,All species,2025,6960
All animals,Yes,All prescription types,Fattening turkeys,All species,2025,1652
All animals,Yes,Single treatments farm animals,Fattening turkeys,All species,2025,2
All animals,Yes,Oral group treatments,Fattening turkeys,All species,2025,1650
All animals,All types of active ingredients,All prescription types,Fattening turkeys,All species,2025,8612
All animals,All types of active ingredients,Single treatments farm animals,Fattening turkeys,All species,2025,2
All animals,All types of active ingredients,Oral group treatments,Fattening turkeys,All species,2025,8610
All animals,No,All prescription types,Dairy cows,All species,2025,493946
All animals,No,Single treatments farm animals,Dairy cows,All species,2025,493946
All animals,Yes,All prescription types,Dairy cows,All species,2025,35596
All animals,Yes,Single treatments farm animals,Dairy cows,All species,2025,35596
All animals,All types of active ingredients,All prescription types,Dairy cows,All species,2025,529542
All animals,All types of active ingredients,Single treatments farm animals,Dairy cows,All species,2025,529542
All animals,No,All prescription types,Cow-calf calves,All species,2025,19068
All animals,No,Single treatments farm animals,Cow-calf calves,All species,2025,19002
All animals,No,Oral group treatments,Cow-calf calves,All species,2025,66
All animals,Yes,All prescription types,Cow-calf calves,All species,2025,4257
All animals,Yes,Single treatments farm animals,Cow-calf calves,All species,2025,4236
All animals,Yes,Oral group treatments,Cow-calf calves,All species,2025,21
All animals,All types of active ingredients,All prescription types,Cow-calf calves,All species,2025,23325
All animals,All types of active ingredients,Single treatments farm animals,Cow-calf calves,All species,2025,23238
All animals,All types of active ingredients,Oral group treatments,Cow-calf calves,All species,2025,87
All animals,No,All prescription types,Suckler cows,All species,2025,26996
All animals,No,Single treatments farm animals,Suckler cows,All species,2025,26996
All animals,Yes,All prescription types,Suckler cows,All species,2025,1868
All animals,Yes,Single treatments farm animals,Suckler cows,All species,2025,1868
All animals,All types of active ingredients,All prescription types,Suckler cows,All species,2025,28864
All animals,All types of active ingredients,Single treatments farm animals,Suckler cows,All species,2025,28864
All animals,No,All prescription types,Cattle nCU,All species,2025,502
All animals,No,Single treatments farm animals,Cattle nCU,All species,2025,502
All animals,Yes,All prescription types,Cattle nCU,All species,2025,26
All animals,Yes,Single treatments farm animals,Cattle nCU,All species,2025,26
All animals,All types of active ingredients,All prescription types,Cattle nCU,All species,2025,528
All animals,All types of active ingredients,Single treatments farm animals,Cattle nCU,All species,2025,528
All animals,No,All prescription types,Suckling and weaned piglets,All species,2025,91073
All animals,No,Single treatments farm animals,Suckling and weaned piglets,All species,2025,4064
All animals,No,Oral group treatments,Suckling and weaned piglets,All species,2025,87009
All animals,Yes,All prescription types,Suckling and weaned piglets,All species,2025,12530
All animals,Yes,Single treatments farm animals,Suckling and weaned piglets,All species,2025,6221
All animals,Yes,Oral group treatments,Suckling and weaned piglets,All species,2025,6309
All animals,All types of active ingredients,All prescription types,Suckling and weaned piglets,All species,2025,103603
All animals,All types of active ingredients,Single treatments farm animals,Suckling and weaned piglets,All species,2025,10285
All animals,All types of active ingredients,Oral group treatments,Suckling and weaned piglets,All species,2025,93318
All animals,No,All prescription types,Sheep,All species,2025,17598
All animals,No,Single treatments farm animals,Sheep,All species,2025,16833
All animals,No,Oral group treatments,Sheep,All species,2025,765
All animals,Yes,All prescription types,Sheep,All species,2025,1270
All animals,Yes,Single treatments farm animals,Sheep,All species,2025,1270
All animals,All types of active ingredients,All prescription types,Sheep,All species,2025,18868
All animals,All types of active ingredients,Single treatments farm animals,Sheep,All species,2025,18103
All animals,All types of active ingredients,Oral group treatments,Sheep,All species,2025,765
All animals,No,All prescription types,Pigs nCU,All species,2025,191
All animals,No,Oral group treatments,Pigs nCU,All species,2025,191
All animals,All types of active ingredients,All prescription types,Pigs nCU,All species,2025,191
All animals,All types of active ingredients,Oral group treatments,Pigs nCU,All species,2025,191
All animals,No,All prescription types,Goats,All species,2025,9634
All animals,No,Single treatments farm animals,Goats,All species,2025,7654
All animals,No,Oral group treatments,Goats,All species,2025,1980
All animals,Yes,All prescription types,Goats,All species,2025,980
All animals,Yes,Single treatments farm animals,Goats,All species,2025,755
All animals,Yes,Oral group treatments,Goats,All species,2025,225
All animals,All types of active ingredients,All prescription types,Goats,All species,2025,10614
All animals,All types of active ingredients,Single treatments farm animals,Goats,All species,2025,8409
All animals,All types of active ingredients,Oral group treatments,Goats,All species,2025,2205
All animals,No,All prescription types,Breeding sows and boars,All species,2025,4773
All animals,No,Single treatments farm animals,Breeding sows and boars,All species,2025,2693
All animals,No,Oral group treatments,Breeding sows and boars,All species,2025,2080
All animals,Yes,All prescription types,Breeding sows and boars,All species,2025,1357
All animals,Yes,Single treatments farm animals,Breeding sows and boars,All species,2025,1337
All animals,Yes,Oral group treatments,Breeding sows and boars,All species,2025,20
All animals,All types of active ingredients,All prescription types,Breeding sows and boars,All species,2025,6130
All animals,All types of active ingredients,Single treatments farm animals,Breeding sows and boars,All species,2025,4030
All animals,All types of active ingredients,Oral group treatments,Breeding sows and boars,All species,2025,2100
All animals,No,All prescription types,All categories of use,Equids,2025,20090
All animals,No,Single treatments companion animals,All categories of use,Equids,2025,20090
All animals,Yes,All prescription types,All categories of use,Equids,2025,693
All animals,Yes,Single treatments companion animals,All categories of use,Equids,2025,693
All animals,All types of active ingredients,All prescription types,All categories of use,Equids,2025,20783
All animals,All types of active ingredients,Single treatments companion animals,All categories of use,Equids,2025,20783
All animals,No,All prescription types,Equids,Equids,2025,20090
All animals,No,Single treatments companion animals,Equids,Equids,2025,20090
All animals,Yes,All prescription types,Equids,Equids,2025,693
All animals,Yes,Single treatments companion animals,Equids,Equids,2025,693
All animals,All types of active ingredients,All prescription types,Equids,Equids,2025,20783
All animals,All types of active ingredients,Single treatments companion animals,Equids,Equids,2025,20783
All animals,No,All prescription types,All categories of use,Fish,2025,8356905
All animals,No,Single treatments farm animals,All categories of use,Fish,2025,25000
All animals,No,Oral group treatments,All categories of use,Fish,2025,8331905
All animals,All types of active ingredients,All prescription types,All categories of use,Fish,2025,8356905
All animals,All types of active ingredients,Single treatments farm animals,All categories of use,Fish,2025,25000
All animals,All types of active ingredients,Oral group treatments,All categories of use,Fish,2025,8331905
All animals,No,All prescription types,Fish,Fish,2025,8356905
All animals,No,Single treatments farm animals,Fish,Fish,2025,25000
All animals,No,Oral group treatments,Fish,Fish,2025,8331905
All animals,All types of active ingredients,All prescription types,Fish,Fish,2025,8356905
All animals,All types of active ingredients,Single treatments farm animals,Fish,Fish,2025,25000
All animals,All types of active ingredients,Oral group treatments,Fish,Fish,2025,8331905
All animals,No,All prescription types,All categories of use,Poultry,2025,8916287
All animals,No,Single treatments farm animals,All categories of use,Poultry,2025,73
All animals,No,Oral group treatments,All categories of use,Poultry,2025,8916214
All animals,Yes,All prescription types,All categories of use,Poultry,2025,1389764
All animals,Yes,Single treatments farm animals,All categories of use,Poultry,2025,55
All animals,Yes,Oral group treatments,All categories of use,Poultry,2025,1389709
All animals,All types of active ingredients,All prescription types,All categories of use,Poultry,2025,10306051
All animals,All types of active ingredients,Single treatments farm animals,All categories of use,Poultry,2025,128
All animals,All types of active ingredients,Oral group treatments,All categories of use,Poultry,2025,10305923
All animals,No,All prescription types,Rearing laying hens and parent birds,Poultry,2025,75670
All animals,No,Single treatments farm animals,Rearing laying hens and parent birds,Poultry,2025,55
All animals,No,Oral group treatments,Rearing laying hens and parent birds,Poultry,2025,75615
All animals,Yes,All prescription types,Rearing laying hens and parent birds,Poultry,2025,86794
All animals,Yes,Single treatments farm animals,Rearing laying hens and parent birds,Poultry,2025,9
All animals,Yes,Oral group treatments,Rearing laying hens and parent birds,Poultry,2025,86785
All animals,All types of active ingredients,All prescription types,Rearing laying hens and parent birds,Poultry,2025,162464
All animals,All types of active ingredients,Single treatments farm animals,Rearing laying hens and parent birds,Poultry,2025,64
All animals,All types of active ingredients,Oral group treatments,Rearing laying hens and parent birds,Poultry,2025,162400
All animals,No,All prescription types,Poultry nCU,Poultry,2025,8
All animals,No,Single treatments farm animals,Poultry nCU,Poultry,2025,8
All animals,Yes,All prescription types,Poultry nCU,Poultry,2025,26
All animals,Yes,Single treatments farm animals,Poultry nCU,Poultry,2025,26
All animals,All types of active ingredients,All prescription types,Poultry nCU,Poultry,2025,34
All animals,All types of active ingredients,Single treatments farm animals,Poultry nCU,Poultry,2025,34
All animals,No,All prescription types,Laying and parent birds,Poultry,2025,81986
All animals,No,Single treatments farm animals,Laying and parent birds,Poultry,2025,3
All animals,No,Oral group treatments,Laying and parent birds,Poultry,2025,81983
All animals,Yes,All prescription types,Laying and parent birds,Poultry,2025,32285
All animals,Yes,Single treatments farm animals,Laying and parent birds,Poultry,2025,3
All animals,Yes,Oral group treatments,Laying and parent birds,Poultry,2025,32282
All animals,All types of active ingredients,All prescription types,Laying and parent birds,Poultry,2025,114271
All animals,All types of active ingredients,Single treatments farm animals,Laying and parent birds,Poultry,2025,6
All animals,All types of active ingredients,Oral group treatments,Laying and parent birds,Poultry,2025,114265
All animals,No,All prescription types,Laying hens,Poultry,2025,200699
All animals,No,Single treatments farm animals,Laying hens,Poultry,2025,5
All animals,No,Oral group treatments,Laying hens,Poultry,2025,200694
All animals,Yes,All prescription types,Laying hens,Poultry,2025,12290
All animals,Yes,Single treatments farm animals,Laying hens,Poultry,2025,15
All animals,Yes,Oral group treatments,Laying hens,Poultry,2025,12275
All animals,All types of active ingredients,All prescription types,Laying hens,Poultry,2025,212989
All animals,All types of active ingredients,Single treatments farm animals,Laying hens,Poultry,2025,20
All animals,All types of active ingredients,Oral group treatments,Laying hens,Poultry,2025,212969
All animals,No,All prescription types,Fattening broilers,Poultry,2025,8550964
All animals,No,Single treatments farm animals,Fattening broilers,Poultry,2025,2
All animals,No,Oral group treatments,Fattening broilers,Poultry,2025,8550962
All animals,Yes,All prescription types,Fattening broilers,Poultry,2025,1256717
All animals,Yes,Oral group treatments,Fattening broilers,Poultry,2025,1256717
All animals,All types of active ingredients,All prescription types,Fattening broilers,Poultry,2025,9807681
All animals,All types of active ingredients,Single treatments farm animals,Fattening broilers,Poultry,2025,2
All animals,All types of active ingredients,Oral group treatments,Fattening broilers,Poultry,2025,9807679
All animals,No,All prescription types,Fattening turkeys,Poultry,2025,6960
All animals,No,Oral group treatments,Fattening turkeys,Poultry,2025,6960
All animals,Yes,All prescription types,Fattening turkeys,Poultry,2025,1652
All animals,Yes,Single treatments farm animals,Fattening turkeys,Poultry,2025,2
All animals,Yes,Oral group treatments,Fattening turkeys,Poultry,2025,1650
All animals,All types of active ingredients,All prescription types,Fattening turkeys,Poultry,2025,8612
All animals,All types of active ingredients,Single treatments farm animals,Fattening turkeys,Poultry,2025,2
All animals,All types of active ingredients,Oral group treatments,Fattening turkeys,Poultry,2025,8610
All animals,No,All prescription types,All categories of use,Game animals,2025,24
All animals,No,Single treatments farm animals,All categories of use,Game animals,2025,24
All animals,Yes,All prescription types,All categories of use,Game animals,2025,5
All animals,Yes,Single treatments farm animals,All categories of use,Game animals,2025,5
All animals,All types of active ingredients,All prescription types,All categories of use,Game animals,2025,29
All animals,All types of active ingredients,Single treatments farm animals,All categories of use,Game animals,2025,29
All animals,No,All prescription types,Game animals,Game animals,2025,24
All animals,No,Single treatments farm animals,Game animals,Game animals,2025,24
All animals,Yes,All prescription types,Game animals,Game animals,2025,5
All animals,Yes,Single treatments farm animals,Game animals,Game animals,2025,5
All animals,All types of active ingredients,All prescription types,Game animals,Game animals,2025,29
All animals,All types of active ingredients,Single treatments farm animals,Game animals,Game animals,2025,29
All animals,No,All prescription types,All categories of use,Dogs,2025,189352
All animals,No,Single treatments companion animals,All categories of use,Dogs,2025,189352
All animals,Yes,All prescription types,All categories of use,Dogs,2025,19333
All animals,Yes,Single treatments companion animals,All categories of use,Dogs,2025,19333
All animals,All types of active ingredients,All prescription types,All categories of use,Dogs,2025,208685
All animals,All types of active ingredients,Single treatments companion animals,All categories of use,Dogs,2025,208685
All animals,No,All prescription types,Dogs,Dogs,2025,189352
All animals,No,Single treatments companion animals,Dogs,Dogs,2025,189352
All animals,Yes,All prescription types,Dogs,Dogs,2025,19333
All animals,Yes,Single treatments companion animals,Dogs,Dogs,2025,19333
All animals,All types of active ingredients,All prescription types,Dogs,Dogs,2025,208685
All animals,All types of active ingredients,Single treatments companion animals,Dogs,Dogs,2025,208685
All animals,No,All prescription types,All categories of use,Camelids,2025,768
All animals,No,Single treatments farm animals,All categories of use,Camelids,2025,768
All animals,Yes,All prescription types,All categories of use,Camelids,2025,92
All animals,Yes,Single treatments farm animals,All categories of use,Camelids,2025,92
All animals,All types of active ingredients,All prescription types,All categories of use,Camelids,2025,860
All animals,All types of active ingredients,Single treatments farm animals,All categories of use,Camelids,2025,860
All animals,No,All prescription types,Camelids,Camelids,2025,768
All animals,No,Single treatments farm animals,Camelids,Camelids,2025,768
All animals,Yes,All prescription types,Camelids,Camelids,2025,92
All animals,Yes,Single treatments farm animals,Camelids,Camelids,2025,92
All animals,All types of active ingredients,All prescription types,Camelids,Camelids,2025,860
All animals,All types of active ingredients,Single treatments farm animals,Camelids,Camelids,2025,860
All animals,No,All prescription types,All categories of use,Rabbits,2025,5015
All animals,No,Single treatments farm animals,All categories of use,Rabbits,2025,15
All animals,No,Oral group treatments,All categories of use,Rabbits,2025,5000
All animals,Yes,All prescription types,All categories of use,Rabbits,2025,168
All animals,Yes,Single treatments farm animals,All categories of use,Rabbits,2025,53
All animals,Yes,Oral group treatments,All categories of use,Rabbits,2025,115
All animals,All types of active ingredients,All prescription types,All categories of use,Rabbits,2025,5183
All animals,All types of active ingredients,Single treatments farm animals,All categories of use,Rabbits,2025,68
All animals,All types of active ingredients,Oral group treatments,All categories of use,Rabbits,2025,5115
All animals,No,All prescription types,Rabbits,Rabbits,2025,5015
All animals,No,Single treatments farm animals,Rabbits,Rabbits,2025,15
All animals,No,Oral group treatments,Rabbits,Rabbits,2025,5000
All animals,Yes,All prescription types,Rabbits,Rabbits,2025,168
All animals,Yes,Single treatments farm animals,Rabbits,Rabbits,2025,53
All animals,Yes,Oral group treatments,Rabbits,Rabbits,2025,115
All animals,All types of active ingredients,All prescription types,Rabbits,Rabbits,2025,5183
All animals,All types of active ingredients,Single treatments farm animals,Rabbits,Rabbits,2025,68
All animals,All types of active ingredients,Oral group treatments,Rabbits,Rabbits,2025,5115
All animals,No,All prescription types,All categories of use,Cats,2025,218011
All animals,No,Single treatments companion animals,All categories of use,Cats,2025,218011
All animals,Yes,All prescription types,All categories of use,Cats,2025,77358
All animals,Yes,Single treatments companion animals,All categories of use,Cats,2025,77358
All animals,All types of active ingredients,All prescription types,All categories of use,Cats,2025,295369
All animals,All types of active ingredients,Single treatments companion animals,All categories of use,Cats,2025,295369
All animals,No,All prescription types,Cats,Cats,2025,218011
All animals,No,Single treatments companion animals,Cats,Cats,2025,218011
All animals,Yes,All prescription types,Cats,Cats,2025,77358
All animals,Yes,Single treatments companion animals,Cats,Cats,2025,77358
All animals,All types of active ingredients,All prescription types,Cats,Cats,2025,295369
All animals,All types of active ingredients,Single treatments companion animals,Cats,Cats,2025,295369
All animals,No,All prescription types,All categories of use,Cattle,2025,911213
All animals,No,Single treatments farm animals,All categories of use,Cattle,2025,656166
All animals,No,Oral group treatments,All categories of use,Cattle,2025,255047
All animals,Yes,All prescription types,All categories of use,Cattle,2025,124850
All animals,Yes,Single treatments farm animals,All categories of use,Cattle,2025,98918
All animals,Yes,Oral group treatments,All categories of use,Cattle,2025,25932
All animals,All types of active ingredients,All prescription types,All categories of use,Cattle,2025,1036063
All animals,All types of active ingredients,Single treatments farm animals,All categories of use,Cattle,2025,755084
All animals,All types of active ingredients,Oral group treatments,All categories of use,Cattle,2025,280979
All animals,No,All prescription types,Rearing calves,Cattle,2025,62436
All animals,No,Single treatments farm animals,Rearing calves,Cattle,2025,54103
All animals,No,Oral group treatments,Rearing calves,Cattle,2025,8333
All animals,Yes,All prescription types,Rearing calves,Cattle,2025,15421
All animals,Yes,Single treatments farm animals,Rearing calves,Cattle,2025,13254
All animals,Yes,Oral group treatments,Rearing calves,Cattle,2025,2167
All animals,All types of active ingredients,All prescription types,Rearing calves,Cattle,2025,77857
All animals,All types of active ingredients,Single treatments farm animals,Rearing calves,Cattle,2025,67357
All animals,All types of active ingredients,Oral group treatments,Rearing calves,Cattle,2025,10500
All animals,No,All prescription types,Rearing cattle,Cattle,2025,22201
All animals,No,Single treatments farm animals,Rearing cattle,Cattle,2025,21490
All animals,No,Oral group treatments,Rearing cattle,Cattle,2025,711
All animals,Yes,All prescription types,Rearing cattle,Cattle,2025,2415
All animals,Yes,Single treatments farm animals,Rearing cattle,Cattle,2025,2258
All animals,Yes,Oral group treatments,Rearing cattle,Cattle,2025,157
All animals,All types of active ingredients,All prescription types,Rearing cattle,Cattle,2025,24616
All animals,All types of active ingredients,Single treatments farm animals,Rearing cattle,Cattle,2025,23748
All animals,All types of active ingredients,Oral group treatments,Rearing cattle,Cattle,2025,868
All animals,No,All prescription types,Fattening calves and cattle,Cattle,2025,286064
All animals,No,Single treatments farm animals,Fattening calves and cattle,Cattle,2025,40127
All animals,No,Oral group treatments,Fattening calves and cattle,Cattle,2025,245937
All animals,Yes,All prescription types,Fattening calves and cattle,Cattle,2025,65267
All animals,Yes,Single treatments farm animals,Fattening calves and cattle,Cattle,2025,41680
All animals,Yes,Oral group treatments,Fattening calves and cattle,Cattle,2025,23587
All animals,All types of active ingredients,All prescription types,Fattening calves and cattle,Cattle,2025,351331
All animals,All types of active ingredients,Single treatments farm animals,Fattening calves and cattle,Cattle,2025,81807
All animals,All types of active ingredients,Oral group treatments,Fattening calves and cattle,Cattle,2025,269524
All animals,No,All prescription types,Dairy cows,Cattle,2025,493946
All animals,No,Single treatments farm animals,Dairy cows,Cattle,2025,493946
All animals,Yes,All prescription types,Dairy cows,Cattle,2025,35596
All animals,Yes,Single treatments farm animals,Dairy cows,Cattle,2025,35596
All animals,All types of active ingredients,All prescription types,Dairy cows,Cattle,2025,529542
All animals,All types of active ingredients,Single treatments farm animals,Dairy cows,Cattle,2025,529542
All animals,No,All prescription types,Cow-calf calves,Cattle,2025,19068
All animals,No,Single treatments farm animals,Cow-calf calves,Cattle,2025,19002
All animals,No,Oral group treatments,Cow-calf calves,Cattle,2025,66
All animals,Yes,All prescription types,Cow-calf calves,Cattle,2025,4257
All animals,Yes,Single treatments farm animals,Cow-calf calves,Cattle,2025,4236
All animals,Yes,Oral group treatments,Cow-calf calves,Cattle,2025,21
All animals,All types of active ingredients,All prescription types,Cow-calf calves,Cattle,2025,23325
All animals,All types of active ingredients,Single treatments farm animals,Cow-calf calves,Cattle,2025,23238
All animals,All types of active ingredients,Oral group treatments,Cow-calf calves,Cattle,2025,87
All animals,No,All prescription types,Suckler cows,Cattle,2025,26996
All animals,No,Single treatments farm animals,Suckler cows,Cattle,2025,26996
All animals,Yes,All prescription types,Suckler cows,Cattle,2025,1868
All animals,Yes,Single treatments farm animals,Suckler cows,Cattle,2025,1868
All animals,All types of active ingredients,All prescription types,Suckler cows,Cattle,2025,28864
All animals,All types of active ingredients,Single treatments farm animals,Suckler cows,Cattle,2025,28864
All animals,No,All prescription types,Cattle nCU,Cattle,2025,502
All animals,No,Single treatments farm animals,Cattle nCU,Cattle,2025,502
All animals,Yes,All prescription types,Cattle nCU,Cattle,2025,26
All animals,Yes,Single treatments farm animals,Cattle nCU,Cattle,2025,26
All animals,All types of active ingredients,All prescription types,Cattle nCU,Cattle,2025,528
All animals,All types of active ingredients,Single treatments farm animals,Cattle nCU,Cattle,2025,528
All animals,No,All prescription types,All categories of use,Sheep,2025,17598
All animals,No,Single treatments farm animals,All categories of use,Sheep,2025,16833
All animals,No,Oral group treatments,All categories of use,Sheep,2025,765
All animals,Yes,All prescription types,All categories of use,Sheep,2025,1270
All animals,Yes,Single treatments farm animals,All categories of use,Sheep,2025,1270
All animals,All types of active ingredients,All prescription types,All categories of use,Sheep,2025,18868
All animals,All types of active ingredients,Single treatments farm animals,All categories of use,Sheep,2025,18103
All animals,All types of active ingredients,Oral group treatments,All categories of use,Sheep,2025,765
All animals,No,All prescription types,Sheep,Sheep,2025,17598
All animals,No,Single treatments farm animals,Sheep,Sheep,2025,16833
All animals,No,Oral group treatments,Sheep,Sheep,2025,765
All animals,Yes,All prescription types,Sheep,Sheep,2025,1270
All animals,Yes,Single treatments farm animals,Sheep,Sheep,2025,1270
All animals,All types of active ingredients,All prescription types,Sheep,Sheep,2025,18868
All animals,All types of active ingredients,Single treatments farm animals,Sheep,Sheep,2025,18103
All animals,All types of active ingredients,Oral group treatments,Sheep,Sheep,2025,765
All animals,No,All prescription types,All categories of use,Pigs,2025,173082
All animals,No,Single treatments farm animals,All categories of use,Pigs,2025,14397
All animals,No,Oral group treatments,All categories of use,Pigs,2025,158685
All animals,Yes,All prescription types,All categories of use,Pigs,2025,24361
All animals,Yes,Single treatments farm animals,All categories of use,Pigs,2025,9943
All animals,Yes,Oral group treatments,All categories of use,Pigs,2025,14418
All animals,All types of active ingredients,All prescription types,All categories of use,Pigs,2025,197443
All animals,All types of active ingredients,Single treatments farm animals,All categories of use,Pigs,2025,24340
All animals,All types of active ingredients,Oral group treatments,All categories of use,Pigs,2025,173103
All animals,No,All prescription types,Young sows,Pigs,2025,1171
All animals,No,Single treatments farm animals,Young sows,Pigs,2025,218
All animals,No,Oral group treatments,Young sows,Pigs,2025,953
All animals,Yes,All prescription types,Young sows,Pigs,2025,29
All animals,Yes,Single treatments farm animals,Young sows,Pigs,2025,29
All animals,All types of active ingredients,All prescription types,Young sows,Pigs,2025,1200
All animals,All types of active ingredients,Single treatments farm animals,Young sows,Pigs,2025,247
All animals,All types of active ingredients,Oral group treatments,Young sows,Pigs,2025,953
All animals,No,All prescription types,Fattening pigs,Pigs,2025,75874
All animals,No,Single treatments farm animals,Fattening pigs,Pigs,2025,7422
All animals,No,Oral group treatments,Fattening pigs,Pigs,2025,68452
All animals,Yes,All prescription types,Fattening pigs,Pigs,2025,10445
