Category,Species,Critical active substance ,Category of use,System,Year,Number of animal treatments
Farm animals,Game animals,No,Game animals,All Organ Systems,2025,24
Farm animals,Game animals,No,Game animals,Disease of the musculoskeletal system,2025,6
Farm animals,Game animals,No,Game animals,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,3
Farm animals,Game animals,No,Game animals,Juvenile animal diseases,2025,5
Farm animals,Game animals,No,Game animals,"Metabolism, digestion",2025,2
Farm animals,Game animals,No,Game animals,"Urogenital diseases / reproduction, birth",2025,4
Farm animals,Game animals,No,Game animals,Symptomatic treatment (unspecific),2025,4
Farm animals,Game animals,Yes,Game animals,All Organ Systems,2025,5
Farm animals,Game animals,Yes,Game animals,Juvenile animal diseases,2025,2
Farm animals,Game animals,Yes,Game animals,"Metabolism, digestion",2025,3
Farm animals,Game animals,All types of active ingredients,Game animals,All Organ Systems,2025,29
Farm animals,Game animals,All types of active ingredients,Game animals,Disease of the musculoskeletal system,2025,6
Farm animals,Game animals,All types of active ingredients,Game animals,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,3
Farm animals,Game animals,All types of active ingredients,Game animals,Juvenile animal diseases,2025,7
Farm animals,Game animals,All types of active ingredients,Game animals,"Metabolism, digestion",2025,5
Farm animals,Game animals,All types of active ingredients,Game animals,"Urogenital diseases / reproduction, birth",2025,4
Farm animals,Game animals,All types of active ingredients,Game animals,Symptomatic treatment (unspecific),2025,4
Farm animals,Camelids,No,All categories of use,All Organ Systems,2025,768
Farm animals,Camelids,No,All categories of use,Disease of the musculoskeletal system,2025,79
Farm animals,Camelids,No,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,224
Farm animals,Camelids,No,All categories of use,Udder,2025,7
Farm animals,Camelids,No,All categories of use,Juvenile animal diseases,2025,104
Farm animals,Camelids,No,All categories of use,Parasites,2025,5
Farm animals,Camelids,No,All categories of use,"Metabolism, digestion",2025,71
Farm animals,Camelids,No,All categories of use,"Urogenital diseases / reproduction, birth",2025,64
Farm animals,Camelids,No,All categories of use,"Animal husbandry, prophylaxis",2025,147
Farm animals,Camelids,No,All categories of use,Symptomatic treatment (unspecific),2025,67
Farm animals,Camelids,Yes,All categories of use,All Organ Systems,2025,92
Farm animals,Camelids,Yes,All categories of use,Disease of the musculoskeletal system,2025,7
Farm animals,Camelids,Yes,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,40
Farm animals,Camelids,Yes,All categories of use,Udder,2025,8
Farm animals,Camelids,Yes,All categories of use,Juvenile animal diseases,2025,15
Farm animals,Camelids,Yes,All categories of use,Parasites,2025,1
Farm animals,Camelids,Yes,All categories of use,"Metabolism, digestion",2025,9
Farm animals,Camelids,Yes,All categories of use,"Urogenital diseases / reproduction, birth",2025,2
Farm animals,Camelids,Yes,All categories of use,Symptomatic treatment (unspecific),2025,10
Farm animals,Camelids,All types of active ingredients,All categories of use,All Organ Systems,2025,860
Farm animals,Camelids,All types of active ingredients,All categories of use,Disease of the musculoskeletal system,2025,86
Farm animals,Camelids,All types of active ingredients,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,264
Farm animals,Camelids,All types of active ingredients,All categories of use,Udder,2025,15
Farm animals,Camelids,All types of active ingredients,All categories of use,Juvenile animal diseases,2025,119
Farm animals,Camelids,All types of active ingredients,All categories of use,Parasites,2025,6
Farm animals,Camelids,All types of active ingredients,All categories of use,"Metabolism, digestion",2025,80
Farm animals,Camelids,All types of active ingredients,All categories of use,"Urogenital diseases / reproduction, birth",2025,66
Farm animals,Camelids,All types of active ingredients,All categories of use,"Animal husbandry, prophylaxis",2025,147
Farm animals,Camelids,All types of active ingredients,All categories of use,Symptomatic treatment (unspecific),2025,77
Farm animals,Camelids,No,Camelids,All Organ Systems,2025,768
Farm animals,Camelids,No,Camelids,Disease of the musculoskeletal system,2025,79
Farm animals,Camelids,No,Camelids,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,224
Farm animals,Camelids,No,Camelids,Udder,2025,7
Farm animals,Camelids,No,Camelids,Juvenile animal diseases,2025,104
Farm animals,Camelids,No,Camelids,Parasites,2025,5
Farm animals,Camelids,No,Camelids,"Metabolism, digestion",2025,71
Farm animals,Camelids,No,Camelids,"Urogenital diseases / reproduction, birth",2025,64
Farm animals,Camelids,No,Camelids,"Animal husbandry, prophylaxis",2025,147
Farm animals,Camelids,No,Camelids,Symptomatic treatment (unspecific),2025,67
Farm animals,Camelids,Yes,Camelids,All Organ Systems,2025,92
Farm animals,Camelids,Yes,Camelids,Disease of the musculoskeletal system,2025,7
Farm animals,Camelids,Yes,Camelids,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,40
Farm animals,Camelids,Yes,Camelids,Udder,2025,8
Farm animals,Camelids,Yes,Camelids,Juvenile animal diseases,2025,15
Farm animals,Camelids,Yes,Camelids,Parasites,2025,1
Farm animals,Camelids,Yes,Camelids,"Metabolism, digestion",2025,9
Farm animals,Camelids,Yes,Camelids,"Urogenital diseases / reproduction, birth",2025,2
Farm animals,Camelids,Yes,Camelids,Symptomatic treatment (unspecific),2025,10
Farm animals,Camelids,All types of active ingredients,Camelids,All Organ Systems,2025,860
Farm animals,Camelids,All types of active ingredients,Camelids,Disease of the musculoskeletal system,2025,86
Farm animals,Camelids,All types of active ingredients,Camelids,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,264
Farm animals,Camelids,All types of active ingredients,Camelids,Udder,2025,15
Farm animals,Camelids,All types of active ingredients,Camelids,Juvenile animal diseases,2025,119
Farm animals,Camelids,All types of active ingredients,Camelids,Parasites,2025,6
Farm animals,Camelids,All types of active ingredients,Camelids,"Metabolism, digestion",2025,80
Farm animals,Camelids,All types of active ingredients,Camelids,"Urogenital diseases / reproduction, birth",2025,66
Farm animals,Camelids,All types of active ingredients,Camelids,"Animal husbandry, prophylaxis",2025,147
Farm animals,Camelids,All types of active ingredients,Camelids,Symptomatic treatment (unspecific),2025,77
Farm animals,Rabbits,No,All categories of use,All Organ Systems,2025,5015
Farm animals,Rabbits,No,All categories of use,Disease of the musculoskeletal system,2025,5
Farm animals,Rabbits,No,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,4
Farm animals,Rabbits,No,All categories of use,Mammary gland,2025,3
Farm animals,Rabbits,No,All categories of use,"Metabolism, digestion",2025,5000
Farm animals,Rabbits,No,All categories of use,"Urogenital diseases / reproduction, birth",2025,1
Farm animals,Rabbits,No,All categories of use,"Animal husbandry, prophylaxis",2025,1
Farm animals,Rabbits,No,All categories of use,Symptomatic treatment (unspecific),2025,1
Farm animals,Rabbits,Yes,All categories of use,All Organ Systems,2025,168
Farm animals,Rabbits,Yes,All categories of use,Disease of the musculoskeletal system,2025,3
Farm animals,Rabbits,Yes,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,40
Farm animals,Rabbits,Yes,All categories of use,Mammary gland,2025,1
Farm animals,Rabbits,Yes,All categories of use,"Metabolism, digestion",2025,119
Farm animals,Rabbits,Yes,All categories of use,Symptomatic treatment (unspecific),2025,5
Farm animals,Rabbits,All types of active ingredients,All categories of use,All Organ Systems,2025,5183
Farm animals,Rabbits,All types of active ingredients,All categories of use,Disease of the musculoskeletal system,2025,8
Farm animals,Rabbits,All types of active ingredients,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,44
Farm animals,Rabbits,All types of active ingredients,All categories of use,Mammary gland,2025,4
Farm animals,Rabbits,All types of active ingredients,All categories of use,"Metabolism, digestion",2025,5119
Farm animals,Rabbits,All types of active ingredients,All categories of use,"Urogenital diseases / reproduction, birth",2025,1
Farm animals,Rabbits,All types of active ingredients,All categories of use,"Animal husbandry, prophylaxis",2025,1
Farm animals,Rabbits,All types of active ingredients,All categories of use,Symptomatic treatment (unspecific),2025,6
Farm animals,Rabbits,No,Rabbits,All Organ Systems,2025,5015
Farm animals,Rabbits,No,Rabbits,Disease of the musculoskeletal system,2025,5
Farm animals,Rabbits,No,Rabbits,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,4
Farm animals,Rabbits,No,Rabbits,Mammary gland,2025,3
Farm animals,Rabbits,No,Rabbits,"Metabolism, digestion",2025,5000
Farm animals,Rabbits,No,Rabbits,"Urogenital diseases / reproduction, birth",2025,1
Farm animals,Rabbits,No,Rabbits,"Animal husbandry, prophylaxis",2025,1
Farm animals,Rabbits,No,Rabbits,Symptomatic treatment (unspecific),2025,1
Farm animals,Rabbits,Yes,Rabbits,All Organ Systems,2025,168
Farm animals,Rabbits,Yes,Rabbits,Disease of the musculoskeletal system,2025,3
Farm animals,Rabbits,Yes,Rabbits,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,40
Farm animals,Rabbits,Yes,Rabbits,Mammary gland,2025,1
Farm animals,Rabbits,Yes,Rabbits,"Metabolism, digestion",2025,119
Farm animals,Rabbits,Yes,Rabbits,Symptomatic treatment (unspecific),2025,5
Farm animals,Rabbits,All types of active ingredients,Rabbits,All Organ Systems,2025,5183
Farm animals,Rabbits,All types of active ingredients,Rabbits,Disease of the musculoskeletal system,2025,8
Farm animals,Rabbits,All types of active ingredients,Rabbits,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,44
Farm animals,Rabbits,All types of active ingredients,Rabbits,Mammary gland,2025,4
Farm animals,Rabbits,All types of active ingredients,Rabbits,"Metabolism, digestion",2025,5119
Farm animals,Rabbits,All types of active ingredients,Rabbits,"Urogenital diseases / reproduction, birth",2025,1
Farm animals,Rabbits,All types of active ingredients,Rabbits,"Animal husbandry, prophylaxis",2025,1
Farm animals,Rabbits,All types of active ingredients,Rabbits,Symptomatic treatment (unspecific),2025,6
Farm animals,Cattle,No,All categories of use,All Organ Systems,2025,911213
Farm animals,Cattle,No,All categories of use,Disease of the musculoskeletal system,2025,41905
Farm animals,Cattle,No,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,242671
Farm animals,Cattle,No,All categories of use,Udder,2025,298676
Farm animals,Cattle,No,All categories of use,Calf diseases,2025,160490
Farm animals,Cattle,No,All categories of use,Parasites,2025,172
Farm animals,Cattle,No,All categories of use,"Metabolism, digestion",2025,29601
Farm animals,Cattle,No,All categories of use,"Urogenital diseases / reproduction, birth",2025,98627
Farm animals,Cattle,No,All categories of use,"Animal husbandry, prophylaxis",2025,24548
Farm animals,Cattle,No,All categories of use,Other reasons for treatment,2025,3577
Farm animals,Cattle,No,All categories of use,Symptomatic treatment (unspecific),2025,10946
Farm animals,Cattle,Yes,All categories of use,All Organ Systems,2025,124850
Farm animals,Cattle,Yes,All categories of use,Disease of the musculoskeletal system,2025,6422
Farm animals,Cattle,Yes,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,52579
Farm animals,Cattle,Yes,All categories of use,Udder,2025,18964
Farm animals,Cattle,Yes,All categories of use,Calf diseases,2025,40710
Farm animals,Cattle,Yes,All categories of use,Parasites,2025,3
Farm animals,Cattle,Yes,All categories of use,"Metabolism, digestion",2025,2061
Farm animals,Cattle,Yes,All categories of use,"Urogenital diseases / reproduction, birth",2025,1558
Farm animals,Cattle,Yes,All categories of use,"Animal husbandry, prophylaxis",2025,101
Farm animals,Cattle,Yes,All categories of use,Other reasons for treatment,2025,475
Farm animals,Cattle,Yes,All categories of use,Symptomatic treatment (unspecific),2025,1977
Farm animals,Cattle,All types of active ingredients,All categories of use,All Organ Systems,2025,1036063
Farm animals,Cattle,All types of active ingredients,All categories of use,Disease of the musculoskeletal system,2025,48327
Farm animals,Cattle,All types of active ingredients,All categories of use,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,295250
Farm animals,Cattle,All types of active ingredients,All categories of use,Udder,2025,317640
Farm animals,Cattle,All types of active ingredients,All categories of use,Calf diseases,2025,201200
Farm animals,Cattle,All types of active ingredients,All categories of use,Parasites,2025,175
Farm animals,Cattle,All types of active ingredients,All categories of use,"Metabolism, digestion",2025,31662
Farm animals,Cattle,All types of active ingredients,All categories of use,"Urogenital diseases / reproduction, birth",2025,100185
Farm animals,Cattle,All types of active ingredients,All categories of use,"Animal husbandry, prophylaxis",2025,24649
Farm animals,Cattle,All types of active ingredients,All categories of use,Other reasons for treatment,2025,4052
Farm animals,Cattle,All types of active ingredients,All categories of use,Symptomatic treatment (unspecific),2025,12923
Farm animals,Cattle,No,Rearing calves,All Organ Systems,2025,62436
Farm animals,Cattle,No,Rearing calves,Disease of the musculoskeletal system,2025,1838
Farm animals,Cattle,No,Rearing calves,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,17236
Farm animals,Cattle,No,Rearing calves,Udder,2025,984
Farm animals,Cattle,No,Rearing calves,Calf diseases,2025,37024
Farm animals,Cattle,No,Rearing calves,Parasites,2025,21
Farm animals,Cattle,No,Rearing calves,"Metabolism, digestion",2025,3360
Farm animals,Cattle,No,Rearing calves,"Urogenital diseases / reproduction, birth",2025,519
Farm animals,Cattle,No,Rearing calves,"Animal husbandry, prophylaxis",2025,346
Farm animals,Cattle,No,Rearing calves,Other reasons for treatment,2025,198
Farm animals,Cattle,No,Rearing calves,Symptomatic treatment (unspecific),2025,910
Farm animals,Cattle,Yes,Rearing calves,All Organ Systems,2025,15421
Farm animals,Cattle,Yes,Rearing calves,Disease of the musculoskeletal system,2025,212
Farm animals,Cattle,Yes,Rearing calves,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,5814
Farm animals,Cattle,Yes,Rearing calves,Udder,2025,132
Farm animals,Cattle,Yes,Rearing calves,Calf diseases,2025,8513
Farm animals,Cattle,Yes,Rearing calves,"Metabolism, digestion",2025,338
Farm animals,Cattle,Yes,Rearing calves,"Urogenital diseases / reproduction, birth",2025,30
Farm animals,Cattle,Yes,Rearing calves,"Animal husbandry, prophylaxis",2025,28
Farm animals,Cattle,Yes,Rearing calves,Other reasons for treatment,2025,41
Farm animals,Cattle,Yes,Rearing calves,Symptomatic treatment (unspecific),2025,313
Farm animals,Cattle,All types of active ingredients,Rearing calves,All Organ Systems,2025,77857
Farm animals,Cattle,All types of active ingredients,Rearing calves,Disease of the musculoskeletal system,2025,2050
Farm animals,Cattle,All types of active ingredients,Rearing calves,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,23050
Farm animals,Cattle,All types of active ingredients,Rearing calves,Udder,2025,1116
Farm animals,Cattle,All types of active ingredients,Rearing calves,Calf diseases,2025,45537
Farm animals,Cattle,All types of active ingredients,Rearing calves,Parasites,2025,21
Farm animals,Cattle,All types of active ingredients,Rearing calves,"Metabolism, digestion",2025,3698
Farm animals,Cattle,All types of active ingredients,Rearing calves,"Urogenital diseases / reproduction, birth",2025,549
Farm animals,Cattle,All types of active ingredients,Rearing calves,"Animal husbandry, prophylaxis",2025,374
Farm animals,Cattle,All types of active ingredients,Rearing calves,Other reasons for treatment,2025,239
Farm animals,Cattle,All types of active ingredients,Rearing calves,Symptomatic treatment (unspecific),2025,1223
Farm animals,Cattle,No,Rearing cattle,All Organ Systems,2025,22201
Farm animals,Cattle,No,Rearing cattle,Disease of the musculoskeletal system,2025,3809
Farm animals,Cattle,No,Rearing cattle,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,8639
Farm animals,Cattle,No,Rearing cattle,Udder,2025,2391
Farm animals,Cattle,No,Rearing cattle,Calf diseases,2025,2464
Farm animals,Cattle,No,Rearing cattle,Parasites,2025,21
Farm animals,Cattle,No,Rearing cattle,"Metabolism, digestion",2025,1725
Farm animals,Cattle,No,Rearing cattle,"Urogenital diseases / reproduction, birth",2025,1637
Farm animals,Cattle,No,Rearing cattle,"Animal husbandry, prophylaxis",2025,293
Farm animals,Cattle,No,Rearing cattle,Other reasons for treatment,2025,231
Farm animals,Cattle,No,Rearing cattle,Symptomatic treatment (unspecific),2025,991
Farm animals,Cattle,Yes,Rearing cattle,All Organ Systems,2025,2415
Farm animals,Cattle,Yes,Rearing cattle,Disease of the musculoskeletal system,2025,129
Farm animals,Cattle,Yes,Rearing cattle,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,1510
Farm animals,Cattle,Yes,Rearing cattle,Udder,2025,120
Farm animals,Cattle,Yes,Rearing cattle,Calf diseases,2025,495
Farm animals,Cattle,Yes,Rearing cattle,"Metabolism, digestion",2025,61
Farm animals,Cattle,Yes,Rearing cattle,"Urogenital diseases / reproduction, birth",2025,31
Farm animals,Cattle,Yes,Rearing cattle,"Animal husbandry, prophylaxis",2025,5
Farm animals,Cattle,Yes,Rearing cattle,Other reasons for treatment,2025,9
Farm animals,Cattle,Yes,Rearing cattle,Symptomatic treatment (unspecific),2025,55
Farm animals,Cattle,All types of active ingredients,Rearing cattle,All Organ Systems,2025,24616
Farm animals,Cattle,All types of active ingredients,Rearing cattle,Disease of the musculoskeletal system,2025,3938
Farm animals,Cattle,All types of active ingredients,Rearing cattle,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,10149
Farm animals,Cattle,All types of active ingredients,Rearing cattle,Udder,2025,2511
Farm animals,Cattle,All types of active ingredients,Rearing cattle,Calf diseases,2025,2959
Farm animals,Cattle,All types of active ingredients,Rearing cattle,Parasites,2025,21
Farm animals,Cattle,All types of active ingredients,Rearing cattle,"Metabolism, digestion",2025,1786
Farm animals,Cattle,All types of active ingredients,Rearing cattle,"Urogenital diseases / reproduction, birth",2025,1668
Farm animals,Cattle,All types of active ingredients,Rearing cattle,"Animal husbandry, prophylaxis",2025,298
Farm animals,Cattle,All types of active ingredients,Rearing cattle,Other reasons for treatment,2025,240
Farm animals,Cattle,All types of active ingredients,Rearing cattle,Symptomatic treatment (unspecific),2025,1046
Farm animals,Cattle,No,Fattening calves and cattle,All Organ Systems,2025,286064
Farm animals,Cattle,No,Fattening calves and cattle,Disease of the musculoskeletal system,2025,2276
Farm animals,Cattle,No,Fattening calves and cattle,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,181597
Farm animals,Cattle,No,Fattening calves and cattle,Udder,2025,1385
Farm animals,Cattle,No,Fattening calves and cattle,Calf diseases,2025,95165
Farm animals,Cattle,No,Fattening calves and cattle,Parasites,2025,50
Farm animals,Cattle,No,Fattening calves and cattle,"Metabolism, digestion",2025,3301
Farm animals,Cattle,No,Fattening calves and cattle,"Urogenital diseases / reproduction, birth",2025,514
Farm animals,Cattle,No,Fattening calves and cattle,"Animal husbandry, prophylaxis",2025,561
Farm animals,Cattle,No,Fattening calves and cattle,Other reasons for treatment,2025,112
Farm animals,Cattle,No,Fattening calves and cattle,Symptomatic treatment (unspecific),2025,1103
Farm animals,Cattle,Yes,Fattening calves and cattle,All Organ Systems,2025,65267
Farm animals,Cattle,Yes,Fattening calves and cattle,Disease of the musculoskeletal system,2025,618
Farm animals,Cattle,Yes,Fattening calves and cattle,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,36924
Farm animals,Cattle,Yes,Fattening calves and cattle,Udder,2025,391
Farm animals,Cattle,Yes,Fattening calves and cattle,Calf diseases,2025,26267
Farm animals,Cattle,Yes,Fattening calves and cattle,"Metabolism, digestion",2025,416
Farm animals,Cattle,Yes,Fattening calves and cattle,"Urogenital diseases / reproduction, birth",2025,9
Farm animals,Cattle,Yes,Fattening calves and cattle,"Animal husbandry, prophylaxis",2025,22
Farm animals,Cattle,Yes,Fattening calves and cattle,Other reasons for treatment,2025,20
Farm animals,Cattle,Yes,Fattening calves and cattle,Symptomatic treatment (unspecific),2025,600
Farm animals,Cattle,All types of active ingredients,Fattening calves and cattle,All Organ Systems,2025,351331
Farm animals,Cattle,All types of active ingredients,Fattening calves and cattle,Disease of the musculoskeletal system,2025,2894
Farm animals,Cattle,All types of active ingredients,Fattening calves and cattle,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,218521
Farm animals,Cattle,All types of active ingredients,Fattening calves and cattle,Udder,2025,1776
Farm animals,Cattle,All types of active ingredients,Fattening calves and cattle,Calf diseases,2025,121432
Farm animals,Cattle,All types of active ingredients,Fattening calves and cattle,Parasites,2025,50
Farm animals,Cattle,All types of active ingredients,Fattening calves and cattle,"Metabolism, digestion",2025,3717
Farm animals,Cattle,All types of active ingredients,Fattening calves and cattle,"Urogenital diseases / reproduction, birth",2025,523
Farm animals,Cattle,All types of active ingredients,Fattening calves and cattle,"Animal husbandry, prophylaxis",2025,583
Farm animals,Cattle,All types of active ingredients,Fattening calves and cattle,Other reasons for treatment,2025,132
Farm animals,Cattle,All types of active ingredients,Fattening calves and cattle,Symptomatic treatment (unspecific),2025,1703
Farm animals,Cattle,No,Dairy cows,All Organ Systems,2025,493946
Farm animals,Cattle,No,Dairy cows,Disease of the musculoskeletal system,2025,29088
Farm animals,Cattle,No,Dairy cows,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,29609
Farm animals,Cattle,No,Dairy cows,Udder,2025,284838
Farm animals,Cattle,No,Dairy cows,Calf diseases,2025,13336
Farm animals,Cattle,No,Dairy cows,Parasites,2025,74
Farm animals,Cattle,No,Dairy cows,"Metabolism, digestion",2025,19277
Farm animals,Cattle,No,Dairy cows,"Urogenital diseases / reproduction, birth",2025,85909
Farm animals,Cattle,No,Dairy cows,"Animal husbandry, prophylaxis",2025,22474
Farm animals,Cattle,No,Dairy cows,Other reasons for treatment,2025,2569
Farm animals,Cattle,No,Dairy cows,Symptomatic treatment (unspecific),2025,6772
Farm animals,Cattle,Yes,Dairy cows,All Organ Systems,2025,35596
Farm animals,Cattle,Yes,Dairy cows,Disease of the musculoskeletal system,2025,5230
Farm animals,Cattle,Yes,Dairy cows,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,6540
Farm animals,Cattle,Yes,Dairy cows,Udder,2025,17389
Farm animals,Cattle,Yes,Dairy cows,Calf diseases,2025,2808
Farm animals,Cattle,Yes,Dairy cows,Parasites,2025,3
Farm animals,Cattle,Yes,Dairy cows,"Metabolism, digestion",2025,1066
Farm animals,Cattle,Yes,Dairy cows,"Urogenital diseases / reproduction, birth",2025,1366
Farm animals,Cattle,Yes,Dairy cows,"Animal husbandry, prophylaxis",2025,31
Farm animals,Cattle,Yes,Dairy cows,Other reasons for treatment,2025,372
Farm animals,Cattle,Yes,Dairy cows,Symptomatic treatment (unspecific),2025,791
Farm animals,Cattle,All types of active ingredients,Dairy cows,All Organ Systems,2025,529542
Farm animals,Cattle,All types of active ingredients,Dairy cows,Disease of the musculoskeletal system,2025,34318
Farm animals,Cattle,All types of active ingredients,Dairy cows,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,36149
Farm animals,Cattle,All types of active ingredients,Dairy cows,Udder,2025,302227
Farm animals,Cattle,All types of active ingredients,Dairy cows,Calf diseases,2025,16144
Farm animals,Cattle,All types of active ingredients,Dairy cows,Parasites,2025,77
Farm animals,Cattle,All types of active ingredients,Dairy cows,"Metabolism, digestion",2025,20343
Farm animals,Cattle,All types of active ingredients,Dairy cows,"Urogenital diseases / reproduction, birth",2025,87275
Farm animals,Cattle,All types of active ingredients,Dairy cows,"Animal husbandry, prophylaxis",2025,22505
Farm animals,Cattle,All types of active ingredients,Dairy cows,Other reasons for treatment,2025,2941
Farm animals,Cattle,All types of active ingredients,Dairy cows,Symptomatic treatment (unspecific),2025,7563
Farm animals,Cattle,No,Cow-calf calves,All Organ Systems,2025,19068
Farm animals,Cattle,No,Cow-calf calves,Disease of the musculoskeletal system,2025,1358
Farm animals,Cattle,No,Cow-calf calves,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,3961
Farm animals,Cattle,No,Cow-calf calves,Udder,2025,210
Farm animals,Cattle,No,Cow-calf calves,Calf diseases,2025,11583
Farm animals,Cattle,No,Cow-calf calves,Parasites,2025,1
Farm animals,Cattle,No,Cow-calf calves,"Metabolism, digestion",2025,877
Farm animals,Cattle,No,Cow-calf calves,"Urogenital diseases / reproduction, birth",2025,195
Farm animals,Cattle,No,Cow-calf calves,"Animal husbandry, prophylaxis",2025,243
Farm animals,Cattle,No,Cow-calf calves,Other reasons for treatment,2025,106
Farm animals,Cattle,No,Cow-calf calves,Symptomatic treatment (unspecific),2025,534
Farm animals,Cattle,Yes,Cow-calf calves,All Organ Systems,2025,4257
Farm animals,Cattle,Yes,Cow-calf calves,Disease of the musculoskeletal system,2025,86
Farm animals,Cattle,Yes,Cow-calf calves,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,1380
Farm animals,Cattle,Yes,Cow-calf calves,Udder,2025,36
Farm animals,Cattle,Yes,Cow-calf calves,Calf diseases,2025,2428
Farm animals,Cattle,Yes,Cow-calf calves,"Metabolism, digestion",2025,131
Farm animals,Cattle,Yes,Cow-calf calves,"Urogenital diseases / reproduction, birth",2025,5
Farm animals,Cattle,Yes,Cow-calf calves,"Animal husbandry, prophylaxis",2025,15
Farm animals,Cattle,Yes,Cow-calf calves,Other reasons for treatment,2025,11
Farm animals,Cattle,Yes,Cow-calf calves,Symptomatic treatment (unspecific),2025,165
Farm animals,Cattle,All types of active ingredients,Cow-calf calves,All Organ Systems,2025,23325
Farm animals,Cattle,All types of active ingredients,Cow-calf calves,Disease of the musculoskeletal system,2025,1444
Farm animals,Cattle,All types of active ingredients,Cow-calf calves,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,5341
Farm animals,Cattle,All types of active ingredients,Cow-calf calves,Udder,2025,246
Farm animals,Cattle,All types of active ingredients,Cow-calf calves,Calf diseases,2025,14011
Farm animals,Cattle,All types of active ingredients,Cow-calf calves,Parasites,2025,1
Farm animals,Cattle,All types of active ingredients,Cow-calf calves,"Metabolism, digestion",2025,1008
Farm animals,Cattle,All types of active ingredients,Cow-calf calves,"Urogenital diseases / reproduction, birth",2025,200
Farm animals,Cattle,All types of active ingredients,Cow-calf calves,"Animal husbandry, prophylaxis",2025,258
Farm animals,Cattle,All types of active ingredients,Cow-calf calves,Other reasons for treatment,2025,117
Farm animals,Cattle,All types of active ingredients,Cow-calf calves,Symptomatic treatment (unspecific),2025,699
Farm animals,Cattle,No,Suckler cows,All Organ Systems,2025,26996
Farm animals,Cattle,No,Suckler cows,Disease of the musculoskeletal system,2025,3501
Farm animals,Cattle,No,Suckler cows,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,1629
Farm animals,Cattle,No,Suckler cows,Udder,2025,8540
Farm animals,Cattle,No,Suckler cows,Calf diseases,2025,918
Farm animals,Cattle,No,Suckler cows,Parasites,2025,5
Farm animals,Cattle,No,Suckler cows,"Metabolism, digestion",2025,1049
Farm animals,Cattle,No,Suckler cows,"Urogenital diseases / reproduction, birth",2025,9758
Farm animals,Cattle,No,Suckler cows,"Animal husbandry, prophylaxis",2025,631
Farm animals,Cattle,No,Suckler cows,Other reasons for treatment,2025,361
Farm animals,Cattle,No,Suckler cows,Symptomatic treatment (unspecific),2025,604
Farm animals,Cattle,Yes,Suckler cows,All Organ Systems,2025,1868
Farm animals,Cattle,Yes,Suckler cows,Disease of the musculoskeletal system,2025,144
Farm animals,Cattle,Yes,Suckler cows,"Diseases of the respiratory tract, cardiovascular system, skin, CNS and poisonings",2025,411
Farm animals,Cattle,Yes,Suckler cows,Udder,2025,874
Farm animals,Cattle,Yes,Suckler cows,Calf diseases,2025,199
Farm animals,Cattle,Yes,Suckler cows,"Metabolism, digestion",2025,49
Farm animals,Cattle,Yes,Suckler cows,"Urogenital diseases / reproduction, birth",2025,117
Farm animals,Cattle,Yes,Suckler cows,Other reasons for treatment,2025,22
