id|type|date|page_count|link|info|meldung_id|publikation_id|erf_date|erf_user|mut_date|mut_user|version|Dates_erf_date|Dates_mut_date
2121|10|06.05.2024|1|https://www.food-safety.com/articles/9433-salmonella-less-prevalent-in-backyard-poultry-farms-than-commercial-farms-but-multidrug-resistance-is-similar||1357|10|2024-05-07T08:19:03|84|2024-05-07T08:19:03|84|0|2024-05-07|2024-05-07
2122|20|||https://www.liebertpub.com/doi/10.1089/fpd.2023.0181||1357|25|2024-05-07T08:19:03|84|2024-05-07T08:19:03|84|0|2024-05-07|2024-05-07
2123|10|06.05.2024|15|https://www.cambridge.org/core/journals/epidemiology-and-infection/article/salmonella-saintpaul-outbreak-associated-with-cantaloupe-consumption-united-kingdom-and-portugal-september-2023-to-november-2023/7B3BDE659937AC8D2EDF0EF73C9FF553||1358|373|2024-05-07T08:27:29|84|2024-05-07T08:27:29|84|0|2024-05-07|2024-05-07
2124|10|06.05.2024|2|https://www.food-safety.com/articles/9433-salmonella-less-prevalent-in-backyard-poultry-farms-than-commercial-farms-but-multidrug-resistance-is-similar||1359|10|2024-05-07T09:19:37|932|2024-05-07T09:19:37|932|0|2024-05-07|2024-05-07
2125|20|||https://doi.org/10.1089/fpd.2023.0181||1359|25|2024-05-07T09:19:37|932|2024-05-07T09:19:37|932|0|2024-05-07|2024-05-07
2126|10|07.05.2024|1|https://www.frontiersin.org/articles/10.3389/fnut.2024.1273874/abstract||1360|79|2024-05-08T17:31:01|932|2024-05-08T17:31:01|932|0|2024-05-08|2024-05-08
2127|10|07.05.2024|2|https://www.food-safety.com/articles/9443-eu-sampling-project-raises-concern-about-microplastics-in-mediterranean-seafood||1361|18|2024-05-08T17:38:32|932|2024-05-08T17:38:32|932|0|2024-05-08|2024-05-08
2128|20|||https://doi.org/10.3390/foods13081235||1361|22|2024-05-08T17:38:32|932|2024-05-08T17:38:32|932|0|2024-05-08|2024-05-08
2129|10|07.05.2024|1|https://doi.org/10.3390/foods13101434||1362|22|2024-05-08T17:45:13|932|2024-05-08T17:45:13|932|0|2024-05-08|2024-05-08
2130|10|07.05.2024|1|https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2024.1404673/abstract||1363|83|2024-05-08T17:48:11|932|2024-05-08T17:48:11|932|0|2024-05-08|2024-05-08
2131|30|||https://www.focus.de/earth/news/forscher-in-sorge-gefaehrliches-gift-thallium-droht-ostsee-zu-verseuchen_id_259936932.html|FOCUS online|1352||2024-05-13T08:28:29|84|2024-05-13T16:48:54|932|1|2024-05-13|2024-05-13
2132|30|||https://www.whoi.edu/press-room/news-release/human-activity-is-causing-toxic-thallium-to-enter-the-baltic-sea-according-to-new-study/|whoi.edu|1352||2024-05-13T08:28:29|84|2024-05-13T16:48:54|932|1|2024-05-13|2024-05-13
2133|10|03.05.2024|5|https://smw.ch/index.php/smw/article/view/3745||1364|588|2024-05-13T09:12:18|84|2024-05-13T09:12:18|84|0|2024-05-13|2024-05-13
2134|10|08.05.2024|3|https://www.food-safety.com/articles/9444-study-pesticides-toxic-heavy-metals-lower-in-hydroponic-vegetables-than-in-conventional-samples||1365|10|2024-05-13T11:18:14|932|2024-05-13T11:18:14|932|0|2024-05-13|2024-05-13
2135|20|||https://doi.org/10.3390/foods13081151||1365|22|2024-05-13T11:18:14|932|2024-05-13T11:18:14|932|0|2024-05-13|2024-05-13
2136|10|09.05.2024|3|https://www.food-safety.com/articles/9446-high-levels-of-amr-found-in-e-coli-from-retail-raw-chicken-meat-chicken-based-raw-dog-food||1366|10|2024-05-13T11:39:30|932|2024-05-13T11:39:30|932|0|2024-05-13|2024-05-13
2137|20|||https://doi.org/10.1101/2024.03.03.583175||1366|589|2024-05-13T11:39:30|932|2024-05-13T11:39:30|932|0|2024-05-13|2024-05-13
2138|10|08.05.2024|2|https://www.eurekalert.org/news-releases/1043914||1367|19|2024-05-13T11:44:30|932|2024-05-13T11:44:30|932|0|2024-05-13|2024-05-13
2139|20|||https://doi.org/10.1007/s10120-024-01502-9||1367|590|2024-05-13T11:44:30|932|2024-05-13T11:44:30|932|0|2024-05-13|2024-05-13
2140|10|09.05.2024|10|https://www.eurosurveillance.org/content/10.2807/1560-7917.ES.2024.29.19.2300488||1368|68|2024-05-13T11:54:36|932|2024-05-13T11:54:36|932|0|2024-05-13|2024-05-13
2141|10|08.05.2024|2|https://affidiajournal.com/en/efsa-releases-report-on-pesticide-residues-in-european-food||1369|55|2024-05-14T13:07:08|932|2024-05-14T13:07:08|932|0|2024-05-14|2024-05-14
2142|20|||https://efsa.onlinelibrary.wiley.com/doi/epdf/10.2903/j.efsa.2024.8753||1369|105|2024-05-14T13:07:08|932|2024-05-14T13:07:08|932|0|2024-05-14|2024-05-14
2143|10|13.05.2024|3|https://medicalxpress.com/news/2024-05-junk-food-videogame-livestreaming-platforms.html||1370|375|2024-05-15T09:54:08|932|2024-05-15T09:54:08|932|0|2024-05-15|2024-05-15
2144|20|||https://doi.org/10.1159/000538577||1370|591|2024-05-15T09:54:08|932|2024-05-15T09:54:08|932|0|2024-05-15|2024-05-15
2145|10|14.05.2024|1|https://www.foodsafetynews.com/2024/05/mayonnaise-revealed-as-source-of-botulism-outbreak/||1371|10|2024-05-15T13:59:16|932|2024-05-15T13:59:16|932|0|2024-05-15|2024-05-15
2146|10|13.05.2024|2|https://www.foodsafetynews.com/2024/05/goat-milk-formula-recalled-for-not-providing-sufficient-nutrition-when-used-as-an-infant-formula/||1372|18|2024-05-15T14:03:32|932|2024-05-15T14:03:32|932|0|2024-05-15|2024-05-15
2147|20|||https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/healthwest-minerals-inc-dba-mt-capra-products-recalls-goat-milk-formula-recipe-kit-and-warns||1372|16|2024-05-15T14:03:32|932|2024-05-15T14:03:32|932|0|2024-05-15|2024-05-15
2148|20|||https://www.marlerblog.com/case-news/saudi-botulism-outbreak-linked-to-bon-tum-mayonnaise-served-a-hamburgini-restaurants/||1371|437|2024-05-15T14:04:19|932|2024-05-15T14:04:19|932|0|2024-05-15|2024-05-15
2149|10|15.05.2024|31|https://www.mdpi.com/2304-8158/13/10/1541||1373|22|2024-05-16T07:38:47|84|2024-05-16T07:38:47|84|0|2024-05-16|2024-05-16
2150|10|15.05.2024|10|https://www.frontiersin.org/articles/10.3389/fnut.2024.1375252/abstract||1374|79|2024-05-16T08:00:40|84|2024-05-16T08:00:40|84|0|2024-05-16|2024-05-16
2151|10|17.05.2024|2|https://www.foodsafetynews.com/2024/05/source-of-rare-salmonella-cases-in-china-remains-unknown/||1375|18|2024-05-17T07:25:17|84|2024-05-17T07:25:17|84|0|2024-05-17|2024-05-17
2152|20|||https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2024.077||1375|499|2024-05-17T07:25:17|84|2024-05-17T07:25:17|84|0|2024-05-17|2024-05-17
2153|30|||https://www.geo.de/wissen/wie-thallium-wirkt-und-was-es-so-gefaehrlich-macht-34711004.html|Geo|1352||2024-05-17T07:45:46|84|2024-05-17T07:45:46|84|0|2024-05-17|2024-05-17
2154|10|16.05.2024|10|https://www.nature.com/articles/s43016-024-00969-0||1376|592|2024-05-17T07:50:58|84|2024-05-17T07:50:58|84|0|2024-05-17|2024-05-17
2155|10|13.05.2024|15|https://www.nature.com/articles/s41538-024-00269-8||1377|179|2024-05-17T08:17:52|84|2024-05-17T08:17:52|84|0|2024-05-17|2024-05-17
2156|10|16.05.2024|2|https://www.eurekalert.org/news-releases/1044919||1378|19|2024-05-17T10:46:32|932|2024-05-17T10:46:32|932|0|2024-05-17|2024-05-17
2157|20|||https://www.bfr.bund.de/cm/364/bfr-consumer-monitor-2024-special-naturally-occurring-plant-based-toxins.pdf||1378|56|2024-05-17T10:46:32|932|2024-05-17T10:46:32|932|0|2024-05-17|2024-05-17
2158|10|16.05.2024|2|https://www.eurekalert.org/news-releases/1044970||1379|19|2024-05-17T10:54:36|932|2024-05-17T10:54:36|932|0|2024-05-17|2024-05-17
2159|20|||https://doi.org/10.1016/j.envint.2024.108680||1379|320|2024-05-17T10:54:36|932|2024-05-17T10:54:36|932|0|2024-05-17|2024-05-17
2160|10|16.05.2024|2|https://www.food-safety.com/articles/9478-study-little-difference-between-e-coli-growth-on-leafy-greens-in-forward-vs-source-processing-conditions||1380|18|2024-05-17T11:01:14|932|2024-05-17T11:01:14|932|0|2024-05-17|2024-05-17
2161|20|||https://www.centerforproducesafety.org/researchproject/478/awards/Assessing_Romaine_lettuce_Forward_Processing_for_potential_impacts_on_EHEC_growth_antimicrobial_susceptibility_and_infectivity.html||1380|286|2024-05-17T11:01:14|932|2024-05-17T11:01:14|932|0|2024-05-17|2024-05-17
2162|10|20.05.2024|23|https://www.pagepressjournals.org/ijfs/article/view/12438||1381|23|2024-05-21T06:43:57|84|2024-05-21T06:43:57|84|0|2024-05-21|2024-05-21
2163|10|10.05.2024|13|https://www.pagepressjournals.org/ijfs/article/view/12210/11957||1382|23|2024-05-21T06:54:06|84|2024-05-21T06:54:06|84|0|2024-05-21|2024-05-21
2164|10|03.05.2024|10|https://www.pagepressjournals.org/ijfs/article/view/12333/11937||1383|23|2024-05-21T07:04:52|84|2024-05-21T07:04:52|84|0|2024-05-21|2024-05-21
2165|30|||https://pubmed.ncbi.nlm.nih.gov/35754088/|A new microsporidian parasite, Microsporidium theragrae n. sp., infecting Alaska pollock Gadus chalcogrammus|1383||2024-05-21T07:04:52|84|2024-05-21T07:04:52|84|0|2024-05-21|2024-05-21
2166|30|||https://www.ivi.admin.ch/ivi/de/home/themen/vogelgrippe.html|Vogelgrippe (admin.ch)|1313||2024-05-21T09:25:55|932|2024-05-21T09:25:55|932|0|2024-05-21|2024-05-21
2167|10|17.05.2024|2|https://www.eurekalert.org/news-releases/1044863||1384|19|2024-05-22T13:35:46|932|2024-05-22T13:35:46|932|0|2024-05-22|2024-05-22
2168|20|||https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2818951||1384|322|2024-05-22T13:35:46|932|2024-05-22T13:35:46|932|0|2024-05-22|2024-05-22
2169|10|17.05.2024|2|https://www.foodnavigator.com/Article/2024/05/17/eu-consumers-not-eating-enough-fruits-and-vegetables-according-to-who||1385|67|2024-05-22T13:46:40|932|2024-05-22T13:46:40|932|0|2024-05-22|2024-05-22
2170|20|||https://freshfel.org/freshfel-europes-consumption-monitor-shows-that-there-is-still-a-long-way-to-go-to-reach-the-minimum-recommendation-of-400-g-day-of-fresh-fruit-and-vegetables-2/#:~:text=This%20year%27s%20edition%20shows%20that,capita%20recommended%20||1385|593|2024-05-22T13:46:40|932|2024-05-22T13:46:40|932|0|2024-05-22|2024-05-22
2171|10|20.05.2024|2|https://www.food-safety.com/articles/9485-stakeholder-collaboration-required-to-address-unique-safety-challenges-of-novel-foods||1386|10|2024-05-22T13:58:17|932|2024-05-22T13:58:17|932|0|2024-05-22|2024-05-22
2172|20|||https://doi.org/10.1111/1541-4337.13341||1386|58|2024-05-22T13:58:17|932|2024-05-22T13:58:17|932|0|2024-05-22|2024-05-22
2173|10|21.05.2024|2|https://www.food-safety.com/articles/9487-due-to-new-toxicological-data-efsa-suggests-lowering-residue-levels-for-pesticide-acetamiprid||1387|10|2024-05-22T14:01:00|932|2024-05-22T14:01:00|932|0|2024-05-22|2024-05-22
2174|20|||https://efsa.onlinelibrary.wiley.com/doi/pdf/10.2903/j.efsa.2024.8759||1387|105|2024-05-22T14:01:00|932|2024-05-22T14:01:00|932|0|2024-05-22|2024-05-22
2175|10|21.05.2024|2|https://www.food-safety.com/articles/9484-unveiling-the-hidden-dangers-of-barbecue-navigating-potential-hazards-and-ensuring-food-safety||1388|10|2024-05-22T14:09:52|932|2024-05-22T14:09:52|932|0|2024-05-22|2024-05-22
2176|10|08.2020|10|https://www.sciencedirect.com/science/article/abs/pii/S0965229920303393?via%3Dihub||1389|594|2024-05-27T08:42:11|84|2024-05-27T08:42:11|84|0|2024-05-27|2024-05-27
2177|30|||https://pubmed.ncbi.nlm.nih.gov/27702395/|Jamila N, Choi JY, Hong JH, Nho EY, Khan N, Jo CH, Chun HS, Kim KS. Identification and quantification of adulteration in Garcinia cambogia commercial products by chromatographic and spectrometric methods. Food Addit Contam Part A Chem Anal Control Expo Ri|1389||2024-05-27T08:42:11|84|2024-05-27T08:42:11|84|0|2024-05-27|2024-05-27
2178|10|24.05.2024|2|https://doi.org/10.1016/j.foodcont.2024.110600||1390|102|2024-05-27T08:44:37|932|2024-05-27T08:44:37|932|0|2024-05-27|2024-05-27
2179|10|24.05.2024|2|https://www.eurekalert.org/news-releases/1045957||1391|19|2024-05-27T08:50:49|932|2024-05-27T08:50:49|932|0|2024-05-27|2024-05-27
2180|20|||https://www.nejm.org/doi/10.1056/NEJMc2405495||1391|7|2024-05-27T08:50:49|932|2024-05-27T08:50:49|932|0|2024-05-27|2024-05-27
2181|10|25.05.2024|1|https://doi.org/10.1016/j.ajcnut.2024.05.021||1392|289|2024-05-27T09:00:09|932|2024-05-27T09:00:09|932|0|2024-05-27|2024-05-27
2182|10|25.05.2024|2|https://doi.org/10.3390/foods13111656||1393|22|2024-05-27T09:04:33|932|2024-05-27T09:04:33|932|0|2024-05-27|2024-05-27
2183|10|25.05.2024|1|https://doi.org/10.1016/j.fm.2024.104568||1394|202|2024-05-27T09:11:39|932|2024-05-27T09:11:39|932|0|2024-05-27|2024-05-27
2184|10|23.05.2024|15|https://doi.org/10.1021/acs.jafc.4c00380||1395|29|2024-05-27T15:52:22|932|2024-05-27T15:52:22|932|0|2024-05-27|2024-05-27
2185|10|23.05.2024|2|https://doi.org/10.3390/foods13111629||1396|22|2024-05-27T15:57:57|932|2024-05-27T15:57:57|932|0|2024-05-27|2024-05-27
2186|10|23.05.2024|2|https://doi.org/10.1016/j.jfp.2024.100305||1397|100|2024-05-27T16:06:21|932|2024-05-27T16:06:21|932|0|2024-05-27|2024-05-27
2187|10|23.05.2024|3|https://promedmail.org/promed-post/?id=8716679||1398|169|2024-05-28T08:31:32|84|2024-05-28T08:31:32|84|0|2024-05-28|2024-05-28
2188|20|||https://u19268662.ct.sendgrid.net/ss/c/u001.S6R7ze-OhA0nvgqCQmBOQkagtTDxKTgvqehAzzEwQ2_s6LyrLOKt6F9NNbPDWuOl/46n/TC-tS7xnRheYBoGsgQ4yCg/h2/h001.UHo0mBXxxDyVNCVZYVf3L2bwTgDV0sGiE38pgU2Gyao||1398|333|2024-05-28T08:31:32|84|2024-05-28T08:31:32|84|0|2024-05-28|2024-05-28
2189|10|24.05.2024|2|https://www.foodsafetynews.com/2024/05/study-finds-leafy-greens-responsible-for-significant-portion-of-u-s-foodborne-illnesses-and-costs/||1399|18|2024-05-28T09:00:33|84|2024-05-28T09:00:33|84|0|2024-05-28|2024-05-28
2190|20|||https://www.sciencedirect.com/science/article/pii/S0362028X24000590||1399|100|2024-05-28T09:00:33|84|2024-05-28T09:00:33|84|0|2024-05-28|2024-05-28
2191|10|27.05.2024|2|https://www.frontiersin.org/articles/10.3389/fnut.2024.1415455/abstract||1400|79|2024-05-28T21:51:03|932|2024-05-28T21:51:03|932|0|2024-05-28|2024-05-28
2192|10|27.05.2024|2|https://www.newfoodmagazine.com/news/231173/social-groups-influence-food-choices/||1401|133|2024-05-28T21:52:14|932|2024-05-28T21:52:14|932|0|2024-05-28|2024-05-28
2193|10|27.05.2024|2|https://doi.org/10.1016/j.fct.2024.114768||1402|324|2024-05-28T21:59:31|932|2024-05-28T21:59:31|932|0|2024-05-28|2024-05-28
2194|10|27.05.2024|2|https://doi.org/10.1016/j.foodcont.2024.110602||1403|324|2024-05-28T22:00:39|932|2024-05-28T22:00:39|932|0|2024-05-28|2024-05-28
2195|10|27.05.2024|2|https://doi.org/10.1016/j.fct.2024.114766||1404|324|2024-05-28T22:01:57|932|2024-05-28T22:01:57|932|0|2024-05-28|2024-05-28
2196|10|28.05.2024|1|https://www.food-safety.com/articles/9500-wto-publishes-guide-to-combating-food-fraud-illicit-trade-of-food||1405|10|2024-05-29T07:48:16|84|2024-05-29T07:48:16|84|0|2024-05-29|2024-05-29
2197|20|||https://www.wto.org/english/res_e/booksp_e/illicit_trade_in_food_and_food_fraud_e.pdf||1405|595|2024-05-29T07:48:16|84|2024-05-29T07:48:16|84|0|2024-05-29|2024-05-29
2198|10|28.05.2024|1|https://www.food-safety.com/articles/9498-usda-finds-hpai-in-muscle-of-sick-dairy-cow-study-shows-infectious-potential-of-contaminated-raw-milk||1406|10|2024-05-29T07:59:35|84|2024-05-29T07:59:35|84|0|2024-05-29|2024-05-29
2199|20|||https://www.nejm.org/doi/full/10.1056/NEJMc2405495||1406|7|2024-05-29T07:59:35|84|2024-05-29T07:59:35|84|0|2024-05-29|2024-05-29
2200|30|||https://www.aphis.usda.gov/livestock-poultry-disease/avian/avian-influenza/hpai-detections/livestock/h5n1-beef-safety-studies|Updates on H5N1 Beef Safety Studies|1406||2024-05-29T07:59:35|84|2024-05-29T07:59:35|84|0|2024-05-29|2024-05-29
2201|20|||https://doi.org/10.1016/j.appet.2024.107374||1401|342|2024-05-29T08:12:53|932|2024-05-29T08:12:53|932|0|2024-05-29|2024-05-29
2202|10|28.05.2024|2|https://doi.org/10.3390/foods13111697||1407|22|2024-05-29T08:35:37|932|2024-05-29T08:35:37|932|0|2024-05-29|2024-05-29
2203|10|28.05.2024|2|https://ajcn.nutrition.org/article/S0002-9165(24)00393-9/abstract||1408|289|2024-05-29T08:49:06|932|2024-05-29T08:49:06|932|0|2024-05-29|2024-05-29
2204|10|28.05.2024|2|https://doi.org/10.1016/j.fm.2024.104570||1409|202|2024-05-29T09:10:26|932|2024-05-29T09:10:26|932|0|2024-05-29|2024-05-29
2205|10|23.05.2024|3|https://www.medicalnewstoday.com/articles/regular-use-of-fish-oil-supplements-may-increase-first-time-heart-disease-and-stroke-risk#Details-from-the-fish-oil-and-heart-health-study||1410|60|2024-05-29T09:16:09|932|2024-05-29T09:16:09|932|0|2024-05-29|2024-05-29
2206|20|||https://bmjmedicine.bmj.com/content/3/1/e000451||1410|66|2024-05-29T09:16:09|932|2024-05-29T09:16:09|932|0|2024-05-29|2024-05-29
2207|10|29.05.2024|1|https://pubs.acs.org/doi/10.1021/acs.jafc.4c01043||1411|29|2024-05-30T10:12:45|932|2024-05-30T10:12:45|932|0|2024-05-30|2024-05-30
2208|10|29.05.2024|2|https://doi.org/10.1016/j.foodcont.2024.110599||1412|102|2024-05-30T16:39:47|932|2024-05-30T16:39:47|932|0|2024-05-30|2024-05-30
2209|10|01.05.2024|15|https://doi.org/10.1016/j.ecoenv.2024.116410||1413|489|2024-05-30T16:49:11|932|2024-05-30T16:49:11|932|0|2024-05-30|2024-05-30
2210|10|29.05.2024|10|https://link.springer.com/article/10.1007/s42770-024-01367-1||1414|596|2024-05-30T17:02:20|932|2024-05-30T17:02:20|932|0|2024-05-30|2024-05-30
2211|10|30.05.2024|3|https://www.foodnavigator.com/Article/2024/05/30/Do-sugar-taxes-and-soda-taxes-reduce-childhood-obesity||1415|67|2024-05-31T06:46:39|84|2024-05-31T06:46:39|84|0|2024-05-31|2024-05-31
2212|20|||https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2819139?utm_source=For_The_Media&utm_medium=referral&utm_campaign=ftm_links&utm_term=052924||1415|322|2024-05-31T06:46:39|84|2024-05-31T06:46:39|84|0|2024-05-31|2024-05-31
2213|10|30.05.2024|1|https://www.food-safety.com/articles/9503-study-are-gloves-worn-by-food-handlers-protective-of-or-damaging-to-food-safety||1416|10|2024-05-31T06:55:20|84|2024-05-31T06:55:20|84|0|2024-05-31|2024-05-31
2214|20|||https://www.sciencedirect.com/science/article/pii/S0362028X2400067X?via%3Dihub||1416|100|2024-05-31T06:55:20|84|2024-05-31T06:55:20|84|0|2024-05-31|2024-05-31
2215|30|||https://promedmail.org/promed-post/?id=8716765|An outbreak of paralytic shellfish poisoning that has sickened at least 20 people has prompted health officials to urge those who harvested mussels from a stretch of Oregon's coast since Saturday [25 May 2024] to discard the mollusks.|96||2024-05-31T07:43:25|84|2024-05-31T07:43:25|84|0|2024-05-31|2024-05-31
2216|10|12.2024|14|https://www.sciencedirect.com/science/article/pii/S2405665024000593||1417|302|2024-05-31T07:58:16|84|2024-05-31T07:58:16|84|0|2024-05-31|2024-05-31
2217|10|29.05.2024|1|https://allergenbureau.net/the-link-between-food-additive-e551-and-coeliac-disease/||1418|351|2024-05-31T08:36:52|84|2024-05-31T08:36:52|84|0|2024-05-31|2024-05-31
2218|20|||https://ehp.niehs.nih.gov/doi/10.1289/EHP12758||1418|109|2024-05-31T08:36:52|84|2024-05-31T08:36:52|84|0|2024-05-31|2024-05-31
2219|10|29.05.2024|10|https://journals.asm.org/doi/abs/10.1128/aem.00861-24?af=R||1419|77|2024-05-31T09:03:32|84|2024-05-31T09:03:32|84|0|2024-05-31|2024-05-31
2220|10|30.05.2024|10|https://pubmed.ncbi.nlm.nih.gov/38814673/||1420|419|2024-05-31T09:16:48|84|2024-05-31T09:16:48|84|0|2024-05-31|2024-05-31
2221|10|28.05.2024|4|https://www.theguardian.com/environment/article/2024/may/28/pa-pfas-pesticides||1421|178|2024-05-31T13:44:42|84|2024-05-31T13:44:42|84|0|2024-05-31|2024-05-31
2222|20|||https://www.sciencedirect.com/science/article/pii/S266691102200020X||1421|597|2024-05-31T13:44:42|84|2024-05-31T13:44:42|84|0|2024-05-31|2024-05-31
2223|30|||https://www.epa.gov/pesticides/epa-completes-scientific-testing-pesticide-products-pfas#:~:text=Released%20on%20May%2030%2C%202023&text=EPA%20did%20not%20find%20any,the%20summary%20of%20its%20findings.|US EPA|1421||2024-05-31T13:44:42|84|2024-06-10T07:36:40|932|1|2024-05-31|2024-06-10
2224|30|||https://www.thenewlede.org/wp-content/uploads/2024/05/EPA-PFAS-testing-3-16-23-Purchased-and-Lasee-Analyte-Report.pdf|The New Lede|1421||2024-05-31T13:44:42|84|2024-06-10T07:36:40|932|1|2024-05-31|2024-06-10
2225|10|01.06.2024|10|https://www.sciencedirect.com/science/article/abs/pii/S0956713524003293||1422|102|2024-06-03T07:36:24|84|2024-06-03T07:36:24|84|0|2024-06-03|2024-06-03
2226|10|28.05.2024|2|https://www.medicalnewstoday.com/articles/ketogenic-diets-may-accelerate-aging-of-the-heart-and-kidneys||1423|60|2024-06-03T08:33:12|932|2024-06-03T08:33:12|932|0|2024-06-03|2024-06-03
2227|20|||https://www.science.org/doi/10.1126/sciadv.ado1463||1423|132|2024-06-03T08:33:12|932|2024-06-03T08:33:12|932|0|2024-06-03|2024-06-03
2228|10|03.06.2024|1|https://d1softballnews.com/a-strain-of-salmonella-resistant-to-modern-antibiotics-has-been-discovered/||1424|598|2024-06-03T08:37:11|84|2024-06-03T08:37:11|84|0|2024-06-03|2024-06-03
2229|20|||https://www.nature.com/articles/s44259-024-00027-6||1424|599|2024-06-03T08:37:11|84|2024-06-03T08:37:11|84|0|2024-06-03|2024-06-03
2230|10|30.05.2024|2|https://theconversation.com/drinking-lots-of-water-may-seem-like-a-healthy-habit-heres-when-and-why-it-can-prove-toxic-228715||1425|12|2024-06-03T08:41:03|932|2024-06-03T08:41:03|932|0|2024-06-03|2024-06-03
2231|10|31.05.2024|10|https://pubmed.ncbi.nlm.nih.gov/38822155/||1426|323|2024-06-03T08:57:56|84|2024-06-03T08:57:56|84|0|2024-06-03|2024-06-03
2232|10|04.06.2024|2|https://doi.org/10.1016/j.foodchem.2024.139947||1427|75|2024-06-05T14:11:56|932|2024-06-05T14:11:56|932|0|2024-06-05|2024-06-05
2233|10|29.05.2024|2|https://www.dailymail.co.uk/sciencetech/article-13471783/chocolate-desserts-damage-DNA-cause-cancer.html||1428|238|2024-06-06T07:06:23|84|2024-06-06T07:06:23|84|0|2024-06-06|2024-06-06
2234|20|||https://pubs.acs.org/doi/abs/10.1021/acs.jafc.4c01043||1428|29|2024-06-06T07:06:23|84|2024-06-06T07:06:23|84|0|2024-06-06|2024-06-06
2235|20|||https://www.eurekalert.org/news-releases/1045665||1428|19|2024-06-06T07:06:23|84|2024-06-06T07:06:23|84|0|2024-06-06|2024-06-06
2236|10|05.06.2024|23|https://www.mdpi.com/2304-8158/13/11/1766||1429|22|2024-06-06T07:54:53|84|2024-06-06T07:54:53|84|0|2024-06-06|2024-06-06
2237|10|05.06.2024|2|https://doi.org/10.1371/journal.pone.0304289||1430|95|2024-06-06T08:00:48|932|2024-06-06T08:00:48|932|0|2024-06-06|2024-06-06
2238|10|06.06.2024|2|https://medicalxpress.com/news/2024-06-energy-trigger-life-threatening-cardiac.html||1431|375|2024-06-06T08:15:37|932|2024-06-06T08:15:37|932|0|2024-06-06|2024-06-06
2239|20|||https://dx.doi.org/10.1016/j.hrthm.2024.02.018||1431|600|2024-06-06T08:15:37|932|2024-06-06T08:15:37|932|0|2024-06-06|2024-06-06
2240|10|05.06.2024|1|https://www.foodsafetynews.com/2024/06/consumer-advocacy-group-finds-dangerous-levels-of-lead-in-some-snacks-for-small-children/||1432|18|2024-06-06T08:19:17|84|2024-06-06T08:19:17|84|0|2024-06-06|2024-06-06
2241|20|||https://www.consumerreports.org/health/food-safety/lesser-evil-serenity-kids-cassava-puffs-high-lead-levels-a2654657249/||1432|114|2024-06-06T08:19:17|84|2024-06-06T08:19:17|84|0|2024-06-06|2024-06-06
2242|30|||https://article.images.consumerreports.org/image/upload/v1717016042/prod/content/dam/CRO-Images-2024/Misc/Consumer-Reports-Test-Methodology-for-Heavy-Metals-in-Cassava-Baby-Puffs.pdf|CR Test Methodology: Heavy Metals in Cassava Baby Puffs|1432||2024-06-06T08:19:17|84|2024-06-06T08:19:17|84|0|2024-06-06|2024-06-06
2243|10|06.06.2024|2|https://medicalxpress.com/news/2024-06-poor-quality-diet-brain-depression.html||1433|375|2024-06-06T08:38:07|932|2024-06-06T08:38:07|932|0|2024-06-06|2024-06-06
2244|20|||https://doi.org/10.1080/1028415X.2024.2355603||1433|601|2024-06-06T08:38:07|932|2024-06-06T08:38:07|932|0|2024-06-06|2024-06-06
2245|10|28.05.2024|13|https://www.frontiersin.org/articles/10.3389/fenvs.2024.1384506/full||1434|188|2024-06-06T11:43:42|84|2024-06-06T11:43:42|84|0|2024-06-06|2024-06-06
2246|30|||https://www.20min.ch/story/supermarkt-proben-abrieb-von-autoreifen-in-schweizer-gemuese-entdeckt-103120960|Neue Studie: Reifenabrieb an Schweizer Gemüse - 20 Minuten |1434||2024-06-06T11:43:42|84|2024-06-06T11:43:42|84|0|2024-06-06|2024-06-06
2247|10|05.06.2024|2|https://www.eurekalert.org/news-releases/1047230||1435|19|2024-06-06T14:57:01|932|2024-06-06T14:57:01|932|0|2024-06-06|2024-06-06
2248|20|||https://www.nature.com/articles/s41586-024-07472-3||1435|138|2024-06-06T14:57:01|932|2024-06-06T14:57:01|932|0|2024-06-06|2024-06-06
2249|10|05.06.2024|2|https://www.food-safety.com/articles/9516-fda-study-shows-stec-can-spread-through-air-to-contaminate-leafy-greens-crops||1436|10|2024-06-06T15:34:52|932|2024-06-06T15:34:52|932|0|2024-06-06|2024-06-06
2250|20|||https://www.fda.gov/food/environmental-studies/southwest-agricultural-region-environmental-microbiology-study-2019-2024||1436|16|2024-06-06T15:34:52|932|2024-06-06T15:34:52|932|0|2024-06-06|2024-06-06
2251|10|05.06.2024|2|https://www.eurekalert.org/news-releases/1047123||1437|19|2024-06-06T15:39:21|932|2024-06-06T15:39:21|932|0|2024-06-06|2024-06-06
2252|20|||https://jamanetwork.com/journals/jamadermatology/fullarticle/2819233?guestAccessKey=e9d87643-fe9a-4243-bd3f-07e501518dea&utm_source=For_The_Media&utm_medium=referral&utm_campaign=ftm_links&utm_content=tfl&utm_term=060524||1437|602|2024-06-06T15:39:21|932|2024-06-06T15:39:21|932|0|2024-06-06|2024-06-06
